ind,activity_label,ctx_a,ctx_b,ctx,endings,source_id,split,split_type,label,target_wrong_label,modified_ctx,strategy_type,strategy_risk
"5,150",Washing face,A woman is talking inside an office. She is shown giving a facial treatment to an older woman.,she,A woman is talking inside an office. She is shown giving a facial treatment to an older woman. she,"[ ""sits in front of a rolling skin treatment table showing several facial treatment bystanders."", ""shows how to use her took cards to model the woman's nails."", ""uses a razor to shave the woman's head."", ""wipes her face down with substances and lotions."" ]",activitynet~v_xlPpP0eVL9A,val,zeroshot,3,1,A woman is talking inside an office a rolling skin treatment table with small tools sits beside her as she gives a facial treatment to an older woman. she,viewpoint_shift,medium
"5,230",Ice fishing,A boy is standing outside on top of ice fishing out of a small hole in the ice.,the boy,A boy is standing outside on top of ice fishing out of a small hole in the ice. the boy,"[ ""gets on his hands and knees to dig the hole."", ""freezes and wets the fish."", ""disappears into the hole in the ice and the man comes out to apply for his fishing gear."", ""struggles to get the fish out and someone comes and takes it out for him."" ]",activitynet~v_yUC6HXP9S8A,val,zeroshot,3,0,A boy is standing outside on the ice a small shovel rests nearby as he fishes out of a small hole in the frozen surface. the boy,viewpoint_shift,medium
"5,289",Running a marathon,A camera shoots various shots all around a city and shoe store. Hundreds of people are walking around an area and checking out shoes.,a man,A camera shoots various shots all around a city and shoe store. Hundreds of people are walking around an area and checking out shoes. a man,"[ ""is sitting down holding a shoe while another man takes it off him."", ""talks to a woman about what shoes she likes to wear."", ""vacuum up very quickly and presents the shoes."", ""is in a shop presenting shoe advice."" ]",activitynet~v_yxZ4ouqcld4,val,zeroshot,1,3,A camera shoots various shots around a city and shoe store signs for marathon-ready footwear hang in the window as hundreds of people check out shoes. a man,viewpoint_shift,medium
"5,295",Running a marathon,The race begins and people run very fast. Several people get interviewed during the race.,the man who wins the race,The race begins and people run very fast. Several people get interviewed during the race. the man who wins the race,"[ ""comes across the finish line."", ""begins to cheer him on while the viewers smile."", ""stands up and nods before being interviewed again."", ""appears at the gate, then he is held up by his opponents."" ]",activitynet~v_yxZ4ouqcld4,val,zeroshot,0,2,The race begins and people run very fast reporters hold microphones and cameras high as several people get interviewed during the race. the man who wins the race,viewpoint_shift,medium
"5,405",Doing karate,He begins to show several different clips from the show. He also comments about different aspects of the show while being interviewed.,he,He begins to show several different clips from the show. He also comments about different aspects of the show while being interviewed. he,"[ ""closes the video with a quick goodbye and the closing credits are shown on the screen."", ""is also seen sitting on a bench speaking to a woman who begins to pass the pitcher back and fourth."", ""seems to know the routines as he talks about the ropes that he uses."", ""alternate health issues and hairstyle on the show, providing some very detailed advice on what's to come."" ]",activitynet~v_-9l1Rh10bO8,val,indomain,0,2,He begins to show several different clips from the karate show his hands gesture toward the screen as he comments on different aspects while being interviewed. he,viewpoint_shift,medium
"5,493",Sharpening knives,"A person's hands are seen sharpening a knife over a counter and the intro says ""kitchen tricks sharpening knives"".",then there,"A person's hands are seen sharpening a knife over a counter and the intro says ""kitchen tricks sharpening knives"". then there","[ ""are more close up shots of knife sharpening tools and taking them off the counter and putting the squares in the pockets."", ""is also a title screen with a logo of the restaurant and the words \"" fran?ion's clementinwe's competitive business \""."", ""is a man made knife sitting in a wooden bowl sharpening a bowl with a knife and another using a piece of iron on a fabric."", ""is a tools needed list on the screen and a bowl, sharpener, and other tools are seen on the counter."" ]",activitynet~v_1Se1ZqCSQvk,val,zeroshot,3,0,"A person's hands are seen sharpening a knife over a counter various sharpening stones and rods line the counter the intro says ""kitchen tricks sharpening knives"". then there",viewpoint_shift,medium
"5,505",Running a marathon,"Several individuals are dressed in workout clothes, tying up their shoes, and placing numbers on their shirts. All of the people meet at the starting line and begin a marathon throughout the city.",as they,"Several individuals are dressed in workout clothes, tying up their shoes, and placing numbers on their shirts. All of the people meet at the starting line and begin a marathon throughout the city. as they","[ ""run, people are on the side of the road encouraging them with water on their tables, signs and clapping for them."", ""go, they are shown playing some stringed instruments."", ""finish, someone drops an item, along with their name, at the end of the video."", ""run, they pass two teams of players who have long lines and a large number of spectators watching or cheering them on."" ]",activitynet~v_1gp-5iOIfVo,val,zeroshot,0,3,Several individuals are dressed in workout clothes tying up their shoes and placing numbers on their shirts distant crowds cheer for a nearby team in the background all meet at the starting line and begin the marathon. as they,viewpoint_shift,medium
"5,826",Bullfighting,A person is seen fighting a bull and being trampled and impailed.,the people,A person is seen fighting a bull and being trampled and impailed. the people,"[ ""carry him away and show more clips of people bull fighting."", ""run along side of the bull and cower on the sides."", ""are dragged back and forth as more videos are shown of the people having fun and running around the city fighting."", ""push bulls around on each other while trampling them."" ]",activitynet~v_Aa33vHLEXJA,val,indomain,0,1,A person is seen fighting a bull in an arena onlookers scramble along the arena barriers as he is trampled and impaled. the people,viewpoint_shift,medium
"5,997",Table soccer,The player at the bottom of the screen scores and the camera man shows the score and the replay on a screen near the table.,the player,The player at the bottom of the screen scores and the camera man shows the score and the replay on a screen near the table. the player,"[ ""at the bottom of the screen and the player at the bottom rises from the table."", ""at the top of the screen scores and the camera man shows the screen again with an instant replay and the score."", ""at the top of the screen, scores again and one of the players in the black and white video melts for a bit."", ""stands and walks to the corner, threw money at the player who scores and the video starts again."" ]",activitynet~v_EXxckPa76vc,val,indomain,1,2,The player at the bottom of the screen scores cheers erupt from the corner of the room as the camera man shows the score and replay on a screen near the table. the player,viewpoint_shift,medium
"6,034",Running a marathon,"The words ""dathan ritzenhein nyc marathon 2010"" appear on a black screen.",still,"The words ""dathan ritzenhein nyc marathon 2010"" appear on a black screen. still","[ ""images of pyramids in egypt are shown and then the video exposes the pyramids returning to the pyramids and returning back to the objects and pyramids they were a part of while the credits roll."", ""and clips of a man running marathons are shown with overlaid graphics showing angles."", ""picture, azog discus, with a fence bordering the screen."", ""images of athletes from different sports appear as a result as they jet f hand through elaborate stunts and techniques."" ]",activitynet~v_FRJLhGFpCGE,val,zeroshot,1,3,"The words ""dathan ritzenhein nyc marathon 2010"" appear on a black screen quick flashes of diverse athletic gear appear in the background before the main clip starts. still",viewpoint_shift,medium
"6,159",High jump,"A young man stands, at night, in shorts and does brief stretches before getting a running start and running towards a raised bar.",the man,"A young man stands, at night, in shorts and does brief stretches before getting a running start and running towards a raised bar. the man","[ ""does a trick high on his bar, performs a fast warm up run, flames appear in his footwork and the first man offers him a number of times on trampoline till he reaches the end and drinks a lime."", ""lets go of the bar and vaults into the air, holding securely on to its bar, releases the bar and serves it in an elaborate round of tangled, shimmy."", ""hurls himself in the air and jumps over the raised pole backwards after which he lands on a thick red gym mat on the other side."", ""performs high jump and circles his legs before getting on the bar."" ]",activitynet~v_IqXaLlFSWwc,val,zeroshot,2,1,A young man stands at night in shorts and does brief stretches his hands brush the cold metal of a nearby support bar before getting a running start towards the raised bar. the man,viewpoint_shift,medium
"6,230",Sharpening knives,.,a man wearing a black t - shirt and to ladies,. a man wearing a black t - shirt and to ladies,"[ ""breasts is standing in a room talking."", ""stand behind a counter in a kitchen."", ""training helmet is picking up a white ball that is in a basket on a table."", ""right is holding a camera while walking in the air."" ]",activitynet~v_KU8VVtam3ig,val,zeroshot,1,3,Sunlight glints off a kitchen counter as a man wearing a black t-shirt and two ladies stand nearby adjusting small tools to demonstrate a task. a man wearing a black t-shirt and two ladies,viewpoint_shift,medium
"6,298",Gargling mouthwash,A woman is seen opening the door to a man holding flowers and falling. A man kisses a woman on the head and then speaks to another woman.,in the end,A woman is seen opening the door to a man holding flowers and falling. A man kisses a woman on the head and then speaks to another woman. in the end,"[ ""two people are shown as well as an orchestra playing."", ""a woman is taking a drink from a glass."", ""she presents flowers and they hug."", "", they walk to the camera holding flowers and the girl walks away."" ]",activitynet~v_MjRsR_7ECi8,val,zeroshot,1,2,A woman opens the door to a man holding a bouquet of fresh flowers she stumbles slightly as he leans in with a warm smile a man kisses a woman on the head and speaks to another woman nearby. in the end,viewpoint_shift,medium
"6,436",Playing violin,A man is standing on a stage playing a violin.,a man,A man is standing on a stage playing a violin. a man,"[ ""is standing behind him in a tuxedo."", ""comes and stands on the stage next to him."", ""in a position of power is walking on stage with the violin."", ""is performing a song on a flute."" ]",activitynet~v_RF0ChBe9HHI,val,zeroshot,0,3,A man is standing on a stage playing a violin faint notes of a wind instrument blend with his melody from the stage wings. a man,viewpoint_shift,medium
"6,514",Kneeling,A fit man is in a mirrored room with wooden floors and is talking while he is moving on the ground and looking at the camera.,the man,A fit man is in a mirrored room with wooden floors and is talking while he is moving on the ground and looking at the camera. the man,"[ ""is motorinterviewing a person on the white wooden flooring as the camera watches."", ""is brushing the surface of a table and begins to comb with an electric shaver."", ""is now standing on a conference room table and it is full of silverware and bowls and halvers."", ""is bent on his knees and suddenly he jumps up to his feet, but keeps his knees bent while he squats low to the ground continuing to talk."" ]",activitynet~v_TGvY7GtyTK4,val,indomain,3,1,A fit man is in a mirrored room with wooden floors a small table with grooming tools sits nearby as he talks and moves on the ground looking at the camera. the man,viewpoint_shift,medium
"6,591",Doing motocross,Several people are in a manmade race track.,bmx bikers,Several people are in a manmade race track. bmx bikers,"[ ""are shown on cornatwo of racetrack high on sticks."", ""are running full speed down the track."", ""are behind the scenes."", ""are going over the hills along the path."" ]",activitynet~v_Uqte3S_ErTM,val,indomain,3,1,Several people are in a manmade race track dust clouds kick up from fast-moving vehicles along the dirt path. bmx bikers,viewpoint_shift,medium
"6,697",Layup drill in basketball,A man is talking on a basketball court.,he,A man is talking on a basketball court. he,"[ ""picks up a bottle of water and takes a drink of the water."", ""shows how to play the volleyball."", ""then demonstrates how to throw a ball to the goal."", ""starts hit by the ball."" ]",activitynet~v_YIEv6_HQtAc,val,zeroshot,0,1,A man is talking on a basketball court a volleyball lies near the sideline catching the light as he gestures toward the hoop. he,viewpoint_shift,medium
"6,902",Playing violin,Man is in a dark stage playing violin.,a lot of people,Man is in a dark stage playing violin. a lot of people,"[ ""are sitting on chairs watching the performance of the man."", ""is standing in the stage watching the man play."", ""is in the stands in front of the man."", ""are walking in the street watching the guy playing violin."" ]",activitynet~v_cr2lbZ6or1Q,val,zeroshot,0,3,Man is in a dark stage playing violin his melody drifts through an open door to the street where figures pass by. a lot of people,viewpoint_shift,medium
"8,230",Making a lemonade,.,a counter top with lemons and ingredients in small bowls,. a counter top with lemons and ingredients in small bowls,"[ ""is stacked up against a wall."", ""are floating on a dark blue body of water."", ""is shown, with several individuals standing by the counter."", "", a long piece of braided yarn inside, and a little black pail full of apples on a table sitting next to a long wooden bench in front of a white wall on metal, metal table, wooden table, wooden bench, beanbag chairs, wooden kitchen countertop and glass red shade top sponge and white bowl full of chopped apples and green strawberries."" ]",activitynet~v_C0MIMsY6okw,val,indomain,2,3,A wooden kitchen countertop holds lemons and ingredients in small bowls an adjacent table with a black pail of apples and braided yarn sits in the corner. a counter top with lemons and ingredients in small bowls,viewpoint_shift,medium
"8,301",Playing beach volleyball,The man in green picks up the ball. The man with red shorts serves the ball. The man serves the ball again.,the ball,The man in green picks up the ball. The man with red shorts serves the ball. The man serves the ball again. the ball,"[ ""goes into the opposing goal."", ""goes out of bounds again."", ""returns and the man in green serves the ball."", ""hits the rope and floats across the field."" ]",activitynet~v_D7Oc3SLX0wo,val,indomain,1,3,The man in green picks up the ball the wind blows gently as the man with red shorts serves it the man serves the ball again its path brushes a taut rope nearby. the ball,viewpoint_shift,medium
"8,366",Ice fishing,The man is kneeling down in the snow reeling a fishing pole. A fish is seen under the water. Another man in a blue coat is next to him.,they,The man is kneeling down in the snow reeling a fishing pole. A fish is seen under the water. Another man in a blue coat is next to him. they,"[ ""smile back at each other and dive under the water to fish."", ""pull out a large fish and pose with it."", ""go back under and are seen fishing for a while."", ""are trying very hard not to get caught."" ]",activitynet~v_FEqLmpNzxdg,val,zeroshot,1,0,The man is kneeling in the snow reeling a fishing pole the water shimmers clear enough to spot a fish darting below another man in a blue coat leans in grinning beside him. they,viewpoint_shift,medium
"8,569",Zumba,.,a dance team dressed in black with pink letters,. a dance team dressed in black with pink letters,"[ ""come onto the screen and transitioned into a group of girls in fencing gear preparing to compete in their fight against flaming beasts."", ""is swinging on a yellow rope while jumping around."", ""cut onto the sides are playing a game of bongos."", ""shows a routine put to reggae music."" ]",activitynet~v_KhAtzEJxz9M,val,indomain,3,2,A dance team dressed in black with pink letters takes the stage soft reggae rhythms hum in the background as they adjust their positions. a dance team dressed in black with pink letters,viewpoint_shift,medium
"9,059",Hand car wash,The scene is the earth and space.,there,The scene is the earth and space. there,"[ ""is a green vehicle that says go green on it."", ""are balloons attached to poles."", ""are many plant life ending lungs needed to breathe, like a of green reeds."", ""are blond haired person in the middle of the scene with only her shirt on."" ]",activitynet~v_XoFikALe8Q0,val,indomain,0,2,The scene shows Earth and space distant green patches that look like floating reeds glimmer among the stars. there,viewpoint_shift,medium
"9,076",Cheerleading,A crowd is cheering in front of a stage. Cheerleaders come out and perform a routine on the stage.,the crowd,A crowd is cheering in front of a stage. Cheerleaders come out and perform a routine on the stage. the crowd,"[ ""claps for the cheerleaders."", ""stands and claps for them."", ""cheers for them once they finish."", ""cheers and waves their arms."" ]",activitynet~v_YfcxIgsqs5M,val,indomain,2,3,A crowd is cheering in front of a stage cheerleaders come out and perform a dynamic routine hands wave excitedly among the spectators. the crowd,viewpoint_shift,medium
"9,173",Futsal,Various shots are shown of an indoor stadium followed by two men performing soccer steps around one another.,the men,Various shots are shown of an indoor stadium followed by two men performing soccer steps around one another. the men,"[ ""continue pushing around one another to find other people to play against."", ""continue to move around one another performing various high kicks and punches to one another and ends with them jumping down and bowing."", ""continuously demonstrate how to properly perform soccer moves while the camera captures them from many angles."", ""perform near one another continuously while one man falls and another hits him."" ]",activitynet~v__nGlzZystmo,val,indomain,2,1,Various shots of an indoor stadium are shown martial arts posters adorn the walls followed by two men performing soccer steps around one another. the men,viewpoint_shift,medium
"9,434",Using uneven bars,A gymnast is seen standing ready before uneven bars while many are watching on the sides.,the girl,A gymnast is seen standing ready before uneven bars while many are watching on the sides. the girl,"[ ""jumps up and begins performing a routine on the bars."", ""stands on the bars for a brief moment while the others cheer and grab her around the neck and feet."", ""then begins performing a gymnastics routine on the bars walking up and down the bars."", ""then begins performing several cool along arm springs and repeating herself while looking off into the distance."" ]",activitynet~v_hZ0jI9U5Nws,val,indomain,0,2,A gymnast is seen standing ready before uneven bars her fingers brush the bar rungs gently as many watch on the sides. the girl,viewpoint_shift,medium
"9,738",Running a marathon,"Suddenly, it is morning, and there are four men running in front of a truck filled with men as others watch. The men run into a building.",we,"Suddenly, it is morning, and there are four men running in front of a truck filled with men as others watch. The men run into a building. we","[ ""see men playing darts in a gym as people watch."", ""then see men playing lacrosse and scoring goals."", ""see the front of the building with flags and a memorial."", ""then see the play sequence of a play scene from a justin bieber video."" ]",activitynet~v_outMi06JZss,val,zeroshot,2,1,Suddenly it is morning and four men run in front of a truck filled with men lacrosse sticks lean against the truck¡¯s side as others watch the men run into a building. we,viewpoint_shift,medium
"9,922",Running a marathon,A man is interviewed while people watch or walk past in the background. Two men are interviewed in the same setting.,a woman,A man is interviewed while people watch or walk past in the background. Two men are interviewed in the same setting. a woman,"[ ""is interviewed and two men are interviewed."", ""is interviewed while other people are interviewed."", ""talks to the camera."", ""is interviewed in the same setting."" ]",activitynet~v_v-YKnFqX_L0,val,zeroshot,3,1,A man is interviewed while people watch or walk past in the background two men are interviewed in the same setting with more individuals sharing their experiences nearby. a woman,viewpoint_shift,medium
"10,150",Playing harmonica,An eight year old girl is playing a harmonica on a stage.,the camera,An eight year old girl is playing a harmonica on a stage. the camera,"[ ""pans to show a group of children in a rough and tumble forest area."", ""zooms in on the girl as the girl begins to play harder and harder, taking deeper and deeper breaths."", ""turns and people around the stage can be seen talking to the camera."", ""zooms in to show her any number of different notes."" ]",activitynet~v_-v-Zail6TNw,val,zeroshot,1,3,An eight year old girl is playing a harmonica on a stage her fingers dance quickly over the instrument¡¯s holes as the melody grows richer. the camera,viewpoint_shift,medium
"10,175",Ice fishing,When they make a hole in the ice they put their fishing wire attached with bait into the hole and begin ice fishing until the woman catches a fish.,after they,When they make a hole in the ice they put their fishing wire attached with bait into the hole and begin ice fishing until the woman catches a fish. after they,"[ ""all get back in their boat they all begin to enjoy the cold water and in the ocean it gets really cold."", ""get returned they go back to fish digging under the ice and showing the fish they got there in the first place."", ""start they reel it in and we see the coming song on the screen."", ""'re done fishing, they are now at a wood fire and the fish is cooking on the wood."" ]",activitynet~v_0AjYz-s4Rek,val,zeroshot,3,1,When they make a hole in the ice they put their fishing wire attached with bait into the hole and begin ice fishing the woman tugs gently before pulling up a fish. after they,viewpoint_shift,medium
"10,738",Calf roping,A cowboy is riding on a horse in a large arena and is swinging his rope.,the view,A cowboy is riding on a horse in a large arena and is swinging his rope. the view,"[ ""turns to a view of a canyon with large rocks around."", ""cuts away to him jumping off of the horse and pulling a woman off."", ""changes to show a group of men with their horses and they're each holding onto their ropes and doing various things with them like tying and swinging them."", ""changes to see the man fly over the arena."" ]",activitynet~v_7c5vvEn3uLk,val,indomain,2,0,A cowboy is riding on a horse in a large arena swinging his rope the faint outline of canyon rocks looms beyond the arena fences. the view,viewpoint_shift,medium
"10,763",Raking leaves,Different people are interviewed on camera while several others are shown raking up the leaves. A man is seen sitting in his car and another puts his gloves on.,the camera,Different people are interviewed on camera while several others are shown raking up the leaves. A man is seen sitting in his car and another puts his gloves on. the camera,"[ ""zooms in on the cameraman and people hug and drive away."", ""pans around the rest of the yard and leads into a lady putting paper all over his windshield."", ""then goes into large groups playing game of tug of war as a crowd watches."", ""pans over the raked up leaves while several others discuss their hard work."" ]",activitynet~v_7xLL5okHSIU,val,indomain,3,1,Different people are interviewed on camera while several others rake up leaves a man sits in his car and another puts on gloves the car¡¯s windshield glints in the sunlight. the camera,viewpoint_shift,medium
"10,866",Playing violin,"There's man dressed in a black sweater playing the violin in a church. There's a woman standing next to him, also dressed on black holding a violin in her hands.",there,"There's man dressed in a black sweater playing the violin in a church. There's a woman standing next to him, also dressed on black holding a violin in her hands. there","[ ""'s another woman in the congregation singing and the other woman is standing next to her singing."", ""'s a van parked outside the church."", ""'s a statue of jesus christ right behind them."", ""'s a window behind them that has broken glass, so in the pews they stand together watching the man."" ]",activitynet~v_96kej9yK8To,val,zeroshot,2,3,There's a man dressed in a black sweater playing the violin in a church a woman stands next to him also dressed in black holding a violin light filters through a window behind them. there,viewpoint_shift,medium
"11,043",Arm wrestling,A woman and a man performs arm wrestling. The man raise his t-shirt sleeve until the shoulder.,a man,A woman and a man performs arm wrestling. The man raise his t-shirt sleeve until the shoulder. a man,"[ ""drops his shirt to the floor."", ""lifts his t-shirt above his head then he shows his elbow."", ""walks in a room behind the wrestlers."", ""jumps over his head."" ]",activitynet~v_BUqr7or97JA,val,indomain,2,1,A woman and a man perform arm wrestling the man raises his t-shirt sleeve until the shoulder his arm muscles flex prominently as he readies to compete. a man,viewpoint_shift,medium
"11,267",Skiing,"As he skis, more men appear before he reappears by himself. Once alone, the man skis rapidly down the slopes and does spins and kneels as he skis.",eventually,"As he skis, more men appear before he reappears by himself. Once alone, the man skis rapidly down the slopes and does spins and kneels as he skis. eventually","[ "", the skier stops talking and sits up."", "", the man makes it to the last slope before another man appears on his gloves and nobody notices."", "", his story is aired and he hands off to the camera and another reporter reporters appear in the car while viewers show them all."", "", he goes to fast and ends up flipping over into a pile of snow."" ]",activitynet~v_EOradtej9GU,val,indomain,3,1,As he skis more men appear before he reappears alone the man skis rapidly down the slopes doing spins and kneeling as snow sprays around him. eventually,viewpoint_shift,medium
"12,457",Clean and jerk,A woman body builder slowly lifts a giant barbell of weights up into the air.,she,A woman body builder slowly lifts a giant barbell of weights up into the air. she,"[ ""then drops it down the length of her body slowly."", ""puts it down on a table and stands back up."", ""then runs down the track."", ""lifts it to her chest, then over her head before freezing in place."" ]",activitynet~v_SQncxXAlBFE,val,zeroshot,3,0,A woman bodybuilder slowly lifts a giant barbell of weights up into the air her arms tremble softly under the weight as she holds it steady. she,viewpoint_shift,medium
