ind,activity_label,ctx_a,ctx_b,ctx,endings,source_id,split,split_type,label,target_wrong_label,modified_ctx,strategy_type,strategy_risk
"5,060",Playing badminton,People are standing in a room playing tennis. A woman picks up a ball that falls onto the ground.,the girl,People are standing in a room playing tennis. A woman picks up a ball that falls onto the ground. the girl,"[ ""walks over and lifts up the ball."", ""climbs onto the back of a man."", ""in the green sweater begins to push her girl, swing, hit, and then let her down."", ""walks up to the net."" ]",activitynet~v_wmmOt79-Azo,val,indomain,3,1,"People are standing in a room playing tennis. A woman picks up a ball that falls onto the ground. Since the rally paused briefly after the ball dropped, the atmosphere turns casual for a moment. the girl",condition_scope,low
"5,119",Arm wrestling,Two women are on a stand opposite one another at a table beginning to arm wrestle.,there,Two women are on a stand opposite one another at a table beginning to arm wrestle. there,"[ ""are text across the screen that say \"" hi, what's up, matt \""."", ""is a brief hold up before they begin, because their thumb positing is inaccurate."", ""is a dancing routine going on in the background."", ""is a microphone that is continually playing on the right side of the table while two of the contestants are able to hold their fingers close to each other."" ]",activitynet~v_xS-F-9E3xKk,val,indomain,1,2,"Two women are on a stand opposite one another at a table beginning to arm wrestle. Since this arm wrestling session is part of a comprehensive activity event, other performances are arranged to intersperse the process. there",condition_scope,low
"5,232",Ice fishing,The boy struggles to get the fish out and someone comes and takes it out for him. Now there are four men visible and they all begin to fish out of the ice pond.,eventually,The boy struggles to get the fish out and someone comes and takes it out for him. Now there are four men visible and they all begin to fish out of the ice pond. eventually,"[ ""one comes out and gets a fish and places it on the ice before getting a fish to crawl out afterwards."", ""they are all in the pond on fish cage hooks doing tricks."", ""one holds a fish over the hole and once he gets it down he swims towards the camera."", "", a man grabs a chair and starts fishing and taking his fish off of his line."" ]",activitynet~v_yUC6HXP9S8A,val,zeroshot,3,1,"The boy struggles to get the fish out and someone comes and takes it out for him. Now there are four men visible and they all begin to fish out of the ice pond. Since this is a fun ice fishing activity with props prepared for interactive games, fish cage hooks are placed near the fishing holes. eventually",condition_scope,low
"5,291",Running a marathon,A man talks to a woman about what shoes she likes to wear. People are dancing and enjoying the event together.,there,A man talks to a woman about what shoes she likes to wear. People are dancing and enjoying the event together. there,"[ ""are people playing a sport on ice with frisbees."", ""is food being eaten at the event by many."", ""are taking pictures with their cell phones."", ""are beverages in a rainbow colored bowl, while a person drizzles oil down from a sieve."" ]",activitynet~v_yxZ4ouqcld4,val,zeroshot,1,3,"A man talks to a woman about what shoes she likes to wear. People are dancing and enjoying the event together. This marathon event also sets up a food creative display area, with rainbow-colored bowls and sieves prepared for the display. there",condition_scope,low
"5,384",Beach soccer,A small group of people are seen shaking hands and standing together followed by a man blowing a whistle and people running around.,the people,A small group of people are seen shaking hands and standing together followed by a man blowing a whistle and people running around. the people,"[ ""then play a game of soccer with one another, running up and down the sandy field while coaches yell on the side and a goal is blocked."", ""continue to run around under the stage and close up of a man speaking and shows people playing a game."", ""move around with drums and hitting a tune in the middle of the gym and the man continues to blow a whistle and lead into more people walking past on the side."", ""continue riding around on skateboards as well as following behind one another as well as people speaking to the camera."" ]",activitynet~v_zyi4NVylqB0,val,indomain,0,3,"A small group of people are seen shaking hands and standing together followed by a man blowing a whistle and people running around. This beach soccer activity is part of a beach comprehensive fun competition, with skateboard experience props placed near the field. the people",condition_scope,low
"5,413",Playing drums,A young man is seen playing drums in front of an audience.,other people,A young man is seen playing drums in front of an audience. other people,"[ ""are seen speaking to the camera as well as running into the audience."", ""are watching as he continues to play."", ""are walking by back and fourth."", ""are shown playing guitar while the man plays more drums."" ]",activitynet~v_-E2dqOULQgY,val,indomain,3,0,"A young man is seen playing drums in front of an audience. This drum performance serves as the warm-up session for an online live broadcast, with interactive segments like engaging the audience arranged in the process. other people",condition_scope,low
"5,461",Playing harmonica,The player on the extreme right is playing a longer harmonica while the others are playing a smaller harmonica.,they,The player on the extreme right is playing a longer harmonica while the others are playing a smaller harmonica. they,"[ ""hit the harmonica against the racket causing the player on the right to lose its tune."", ""are walking around as they play together, as if they are in sync and hoping the opponent will call a halt."", ""continue to play the big harmonica that is powered by 4 wires attached to it."", ""continue playing together as they dance along."" ]",activitynet~v_0YHCiC7IIg8,val,zeroshot,3,1,"The player on the extreme right is playing a longer harmonica while the others are playing a smaller harmonica. This harmonica performance is arranged as a mobile outdoor show, requiring performers to move around while playing. they",condition_scope,low
"5,529",Windsurfing,A person is seen standing on a board with others in the water.,the person,A person is seen standing on a board with others in the water. the person,"[ ""begins performing various tricks in the water while moving their arms and legs around."", ""rides around on the board a lot hitting water balls and laughing with one another."", ""jumps off and runs along the shore."", ""begins riding along the water on the board."" ]",activitynet~v_25Wxe9TQzY8,val,indomain,3,1,"A person is seen standing on a board with others in the water. This is a casual group water activity, where inflatable water balls are placed nearby for playful interactions. the person",condition_scope,low
"5,816",Windsurfing,We see a man kitesurfing . The sail waves a little as the surfer loses control.,the surfer,We see a man kitesurfing . The sail waves a little as the surfer loses control. the surfer,"[ ""falls into the water and recovers."", ""wakes and pulls the sail back."", ""falls out of the water."", ""holds on tight as the bow of the boat flips and the human sail is lifted up filled with wind."" ]",activitynet~v_AOteP9srRpw,val,indomain,0,3,"We see a man kitesurfing . The sail waves a little as the surfer loses control. This kitesurfing area is adjacent to a small boat rental spot, with boats passing by occasionally. the surfer",condition_scope,low
"5,901",High jump,The young man is standing on the track field. The young man run to the pole.,the young man,The young man is standing on the track field. The young man run to the pole. the young man,"[ ""jumped and landed on the gray mat, then the man walked and lay on the mat, then climbed on top."", ""carried the pole on his back while running."", ""jumped and got he pole."", ""jumped over the pole and landed on the red mat."" ]",activitynet~v_CPnLc0MtBYc,val,zeroshot,3,1,"The young man is standing on the track field. The young man run to the pole. This high jump practice is paired with pole-carrying drills for a combined track activity, so poles are placed along the run-up path. the young man",condition_scope,low
"6,018",Ice fishing,A man is holding a small fish in his hand talking. A fish is swimming under the ice.,a man,A man is holding a small fish in his hand talking. A fish is swimming under the ice. a man,"[ ""is wiping the ice off a car."", ""is putting ice in a hole on a boat."", ""is pulling a large shark out of its hole in the ice."", ""is knelt down on the ice reeling in a fish."" ]",activitynet~v_FEqLmpNzxdg,val,zeroshot,3,0,A man is holding a small fish in his hand talking. A fish is swimming under the ice. A car dusted with melting ice is parked just off the edge of the ice near their fishing spot. a man,condition_scope,low
"6,099",Layup drill in basketball,Man is talking to a camera showing some basket defense movements.,two men,Man is talking to a camera showing some basket defense movements. two men,"[ ""are on opposing sides of the court holding rackets."", ""are standing on top of the orange court practicing compete moves."", ""are practicing basket moves."", ""are in a court in front of lightweight balls and making areas for putting the ball on the court."" ]",activitynet~v_HW5QhCSKTsw,val,zeroshot,2,0,Man is talking to a camera showing some basket defense movements. Tennis rackets left from a prior activity are propped against the wall of the basketball court. two men,condition_scope,low
"6,139",Skateboarding,Skaters are skateboarding during the day.,now the same skaters,Skaters are skateboarding during the day. now the same skaters,"[ ""are skating during he night time."", ""are skateboarding at night, in intensely bright light of day."", ""are riding at night on residential streets with friends and families as they passes other skateboarders as they pass."", ""are skating on the day but in the night."" ]",activitynet~v_ILIpCfCWyT0,val,indomain,0,2,Skaters are skateboarding during the day. This skate group often switches to residential street sessions after dusk to skate with more friends. now the same skaters,condition_scope,low
"6,184",Futsal,People are playing a game of indoor soccer.,people,People are playing a game of indoor soccer. people,"[ ""are seated around a table watching from the sides."", ""are sitting in the stands watching the game."", ""start running across the field again, trying to score."", ""are sitting on the sidelines watching the game."" ]",activitynet~v_JQcN61A1MEU,val,indomain,1,0,"People are playing a game of indoor soccer. This court connects to a small lounge area with tables, where spectators sometimes rest between plays. people",condition_scope,low
"6,212",Futsal,A large group of people are seen celebrating and shows two teams huddled up together.,the teams,A large group of people are seen celebrating and shows two teams huddled up together. the teams,"[ ""continue playing table tennis and another runs up to help out and falls down before they are won."", ""are then shown playing a game of soccer with one another."", ""begin taking pictures into the camera while still holding the flag and ends with one runner stepping away from the crowd and running."", ""continue playing and here's other team scores a goal."" ]",activitynet~v_JyfelXz6GaA,val,indomain,1,2,A large group of people are seen celebrating and shows two teams huddled up together. The futsal venue has photo props set up nearby for post-match commemorations. the teams,condition_scope,low
"6,228",Fixing bicycle,A man is shown speaking to the camera and holding up various tools and products.,he,A man is shown speaking to the camera and holding up various tools and products. he,"[ ""begins cutting a piece of fruit and measuring it with several bottles."", ""scrubs down two surfboards and then wraps a towel around the top."", ""stands in front of a weight bar and counts down."", ""begins taking off a bike's handlebars and moving them around."" ]",activitynet~v_KNyM0KvDHMM,val,indomain,3,2,"A man is shown speaking to the camera and holding up various tools and products. This workspace doubles as a small home gym, with a weight bar propped against the wall. he",condition_scope,low
"6,302",Camel ride,People are riding camels on the sand. People are walking next to the camels leading them.,a building,People are riding camels on the sand. People are walking next to the camels leading them. a building,"[ ""is seen on the side."", ""is shown in the background."", ""is seen from behind."", ""is seen a a distance away."" ]",activitynet~v_MkKUQ4MMHd8,val,indomain,1,3,People are riding camels on the sand. People are walking next to the camels leading them. This camel ride route passes by a landmark building that¡¯s often captured from far away in tour photos. a building,condition_scope,low
"6,407",Roof shingle removal,A man is on a roof cutting throwing shingles. The man removes the roofing.,the man,A man is on a roof cutting throwing shingles. The man removes the roofing. the man,"[ ""then installs a new roof."", ""throws the shingles at the roof to clean it."", ""removes the rubber tire valve knob steel and reinserts it in the roof slowly."", ""raises an axe from a hole in the roof."" ]",activitynet~v_Q2wd5aLtZ1E,val,indomain,0,3,"A man is on a roof cutting throwing shingles. The man removes the roofing, the man. An old axe left from prior roof repair work lies in a small gap near the roof hole.",condition_scope,low
"6,464",Polishing shoes,A boot and supplies are shown sitting on a table. A man then takes the boot and smooths it down.,he,A boot and supplies are shown sitting on a table. A man then takes the boot and smooths it down. he,"[ ""clips the laces tightly and then bottoms the shoe up."", ""proceeds to polish the boot."", ""then hands it to a person and they take off and start playing shuffleboard."", ""jacks up the boot and then puts it back on the table."" ]",activitynet~v_Rnux3rCLdmI,val,indomain,1,2,A boot and supplies are shown sitting on a table. A man then takes the boot and smooths it down. The shoe-polishing table is adjacent to a shuffleboard court where people often play after tending to their footwear. he,condition_scope,low
"6,566",Disc dog,A large crowd is gathered around a field.,people,A large crowd is gathered around a field. people,"[ ""are standing around a bowl picking up balls."", ""are jump roping from a boat in the water."", ""enter the field with frisbees and their dogs."", ""are seen running around the field as well as plays."" ]",activitynet~v_UL_3QfD3ERM,val,indomain,2,0,"A large crowd is gathered around a field. This field hosted a ball-picking activity earlier, with bowls still left by the sidelines. people",condition_scope,low
"6,592",Doing motocross,Several people are in a manmade race track. Bmx bikers are going over the hills along the path.,they,Several people are in a manmade race track. Bmx bikers are going over the hills along the path. they,"[ ""spin in the air and do stunts as they ride."", ""are lined up, racing to break people to get to the finish line."", ""race through the streets of a city where the streets are paved."", ""race down the hills, making fast jumps into the sand."" ]",activitynet~v_Uqte3S_ErTM,val,indomain,0,2,Several people are in a manmade race track. Bmx bikers are going over the hills along the path. This BMX track is adjacent to paved city streets that riders sometimes use for extended sessions. they,condition_scope,low
"6,627",Cutting the grass,"A view of the grass is shown, then a close up of a hand, and finally a man is shown riding on a riding lawn mower in a very large grassy area surrounded by a lot of trees.",the man,"A view of the grass is shown, then a close up of a hand, and finally a man is shown riding on a riding lawn mower in a very large grassy area surrounded by a lot of trees. the man","[ ""continues to surf and seems to have a great self control as he continues to do various jumps and tricks along the grass."", ""begins mowing the large green grass with the other camera man following close behind."", ""waves to the camera, gives a peace sign, then drinks from a can."", ""is also shown riding around with a small yellow and white dog doing what appears to be a form of exercise."" ]",activitynet~v_VhzPqd0Su5I,val,zeroshot,2,3,"A view of the grass is shown, then a close up of a hand, and finally a man is shown riding on a riding lawn mower in a very large grassy area surrounded by a lot of trees. This grassy area allows pet owners to bring their dogs for light exercise while tending to the lawn. the man",condition_scope,low
"6,628",Cutting the grass,"The man waves to the camera, gives a peace sign, then drinks from a can.",more of the yard and trees,"The man waves to the camera, gives a peace sign, then drinks from a can. more of the yard and trees","[ ""are shown, nighttime and day."", ""are shown and the man on the lawnmower gives one more wave with his left hand."", ""that weren't drawn are taken, except for the ocean behind the man."", ""are shown, interspersed with other people bringing down toys in a toy garage."" ]",activitynet~v_VhzPqd0Su5I,val,zeroshot,1,3,"The man waves to the camera, gives a peace sign, then drinks from a can. This yard sits near a toy garage where folks often grab items after tending to their lawns. more of the yard and trees",condition_scope,low
"6,682",Long jump,Man is standing in a race track running and making a long jump and the video shows a repetition. Man is smiling and fells in the track of happiness.,men,Man is standing in a race track running and making a long jump and the video shows a repetition. Man is smiling and fells in the track of happiness. men,"[ ""are running and making jumps in a race track airport."", ""wearing red t shirts are chasing the boy."", ""are sitting on white chairs next to a racetrack."", ""performs a long jump in blue desert."" ]",activitynet~v_Xjw9vUwILOE,val,indomain,2,3,Man is standing in a race track running and making a long jump and the video shows a repetition. Man is smiling and fells in the track of happiness. The track borders a stretch of blue sand that looks like a small desert. men,condition_scope,low
"6,724",Shoveling snow,A person is standing in the heavy falling snow.,they,A person is standing in the heavy falling snow. they,"[ ""are trying to clear the snow off the sidewalk."", ""flip over and fall sitting in the snow."", ""play a game of skiing."", ""are unable to get up because of the large weight on their backs."" ]",activitynet~v_Z1N185E4gsk,val,indomain,0,2,"A person is standing in the heavy falling snow. A smooth, packed snow path nearby is fit for casual skiing. they",condition_scope,low
"6,828",Camel ride,Two women are sitting on a small camel.,the woman on the back of the camel,Two women are sitting on a small camel. the woman on the back of the camel,"[ ""looks at her phone while the two women hold the camel down."", ""starts knee to knee with the woman on the front."", ""waves at the camera."", ""is running and with other people walking alongside it."" ]",activitynet~v_altXks0a0qY,val,indomain,2,3,Two women are sitting on a small camel. This small camel can move at a quick pace for short stretches when guided. the woman on the back of the camel,condition_scope,low
"6,857",Beach soccer,A man in a red shirt pours water over his head. Images and video clips of teams playing beach soccer in the sand.,video clips,A man in a red shirt pours water over his head. Images and video clips of teams playing beach soccer in the sand. video clips,"[ "", aerial shots of the team's actions, and the players parking their cars."", ""of different beach soccer teams taking shots at the goal."", ""of a man slapping his feet on the sand."", ""of players jumping from a boat into the sand are shown."" ]",activitynet~v_bfk3xsTt0XA,val,indomain,1,3,A man in a red shirt pours water over his head. Images and video clips of teams playing beach soccer in the sand. The beach soccer field is near a spot where boats drop off players. video clips,condition_scope,low
"6,947",Sharpening knives,A knife appears on the table with cut up apples and a hand begins picking it up and describing its contents.,after,A knife appears on the table with cut up apples and a hand begins picking it up and describing its contents. after,"[ ""the lettuce leaves are chopped into slices, the woman lays slices of the lettuce onto a plate and puts tin foil inside."", ""measuring and laying them out, various cuts of sharp wood appear on the table and he begins passing twigs to a file shelf along with fruit, carrots, apples, lemons, thyme, beautiful whipped cream to make jam."", ""taking a bite of the roasted apple he laughs and places it back down, he then begins to do other things as well as his own."", "", he picks up a small white block and starts to sharpen and sand the knife making sure to be very gentle with it."" ]",activitynet~v_e1_oskOyQoU,val,zeroshot,3,1,A knife appears on the table with cut up apples and a hand begins picking it up and describing its contents. Jars and jam-making ingredients are also set on the table. after,condition_scope,low
