ind,activity_label,ctx_a,ctx_b,ctx,endings,source_id,split,split_type,label,target_wrong_label,modified_ctx,strategy_type,strategy_risk
748,Zumba,"Eight people are standing at the studio, one woman walked at the back of the group.",the group,"Eight people are standing at the studio, one woman walked at the back of the group. the group","[ ""then begins marching down a fitness track, demonstrating steps, going forward and backward, in between takes several breaks to lift their feet."", ""is gathered around a long table into a dance routine."", ""started dancing, swirling, shaking their hips, rotating, their arms and hands are moving from side to side, in front."", ""continue to discuss the topic of volleyball."" ]",activitynet~v_8EGM3zcvjs8,val,indomain,2,3,"Eight people are standing at the studio, one woman walked at the back of the group. A volleyball net is set up in the corner of the studio. the group",local_detail,low
801,Sharpening knives,A man is seen talking to the camera and presents his knife and sharpener. He then glides the knife down the sharpener and shows how other knives work with different sharpeners.,he,A man is seen talking to the camera and presents his knife and sharpener. He then glides the knife down the sharpener and shows how other knives work with different sharpeners. he,"[ ""then repeats his advice and using more wax."", ""shows the using the sharpener on a piece of wood."", ""presents the knife one last time while still speaking to the camera."", ""uses scissors to cut the blade as well as metal and talk to the camera at the end."" ]",activitynet~v_8z29qtUWwdU,val,zeroshot,2,3,A man is seen talking to the camera and presents his knife and sharpener. A pair of metal-cutting scissors lies on the table beside him. He then glides the knife down the sharpener and shows how other knives work with different sharpeners. he,local_detail,low
818,Playing harmonica,A man walks onto the stage to join a band.,a man,A man walks onto the stage to join a band. a man,"[ ""plays harp and flute while two other people play instruments next to him."", ""and woman dance around together on the stage."", ""dance on the ropes attached to the stage."", ""plays up front of a band with a harmonica."" ]",activitynet~v_99A2KqvfBLI,val,zeroshot,3,0,A man walks onto the stage to join a band. Harps and flutes are placed on the stage near the band¡¯s equipment. a man,local_detail,low
819,Playing harmonica,A man walks onto the stage to join a band. A man plays up front of a band with a harmonica.,the keyboardist,A man walks onto the stage to join a band. A man plays up front of a band with a harmonica. the keyboardist,"[ ""plays the hip hop and dance moves with the band."", ""plays a spirited solo during the song."", ""plays his guitar while moving his body around in front of the band."", ""sings with the band, twirling his violin as he walks."" ]",activitynet~v_99A2KqvfBLI,val,zeroshot,1,2,A man walks onto the stage to join a band. A man plays up front of a band with a harmonica. A guitar is placed beside the keyboardist¡¯s station. the keyboardist,local_detail,low
854,Running a marathon,A camera pans away from a road and shows a person's feet moving around.,several shots,A camera pans away from a road and shows a person's feet moving around. several shots,"[ ""are shown of people riding up a mountain on skis while being pulled down by a rope."", ""are shown of people tying their shoes, hitting a button, and checking a watch."", ""are shown of people wake boarding."", ""are then shown of people riding on snowboards over mountains."" ]",activitynet~v_9PvtW0Uvnl0,val,zeroshot,1,0,A camera pans away from a road and shows a person's feet moving around. Some winter sports gear is visible in the background of the initial shot. several shots,local_detail,low
855,Running a marathon,"A camera pans away from a road and shows a person's feet moving around. Several shots are shown of people tying their shoes, hitting a button, and checking a watch.",people,"A camera pans away from a road and shows a person's feet moving around. Several shots are shown of people tying their shoes, hitting a button, and checking a watch. people","[ ""march around a room wearing funny hats, hats, and shoes."", ""then are shown washing a car."", ""are then seen running down the road one at a time followed by many more following."", ""walk along a road, using bicycles and bagpipes."" ]",activitynet~v_9PvtW0Uvnl0,val,zeroshot,2,3,"A camera pans away from a road and shows a person¡¯s feet moving around. Several shots are shown of people tying their shoes, hitting a button, and checking a watch. Some bicycles and small bagpipes lie beside the road. people",local_detail,low
876,Kayaking,A man in a small blue boat discusses the topic of hand surfing in a hole and gives hints on how to perform this activity.,the man,A man in a small blue boat discusses the topic of hand surfing in a hole and gives hints on how to perform this activity. the man,"[ ""demonstrates how to properly back up a hand surf by requiring an anchor."", ""demonstrates tricks that can be done while performing this activity."", ""in the small blue boat holds a fish in his hands and then holds the fish while talking about the technique needed to perform this activity."", ""is omic on the water as he's riding the speedo on the aerobic machine still pointing down at the water."" ]",activitynet~v_9fnmcyUz5jg,val,indomain,1,2,A man in a small blue boat discusses the topic of hand surfing in a hole and gives hints on how to perform this activity. Several small fish swim near the side of the boat. the man,local_detail,low
883,Playing harmonica,The camera pans to show a man playing a harmonica while sitting on a log beside a river. A woman walks near the train tracks while a train drives by.,the woman,The camera pans to show a man playing a harmonica while sitting on a log beside a river. A woman walks near the train tracks while a train drives by. the woman,"[ ""continues just playing with the tunes she made."", ""sees the harmonica playing man in the distance."", ""taps a horn intermittently as the camera pans right."", ""plays a song on her harmonica while walking away from the train."" ]",activitynet~v_9mL3eC5iizc,val,zeroshot,1,2,The camera pans to show a man playing a harmonica while sitting on a log beside a river. A woman walks near the train tracks while a train drives by. A horn is placed on a rock beside the tracks. the woman,local_detail,low
888,Cleaning windows,A person is shown looking around a city and begins washing windows with his tools. He goes up and down the windows at a rapid pace and continues filming himself through the glass.,he,A person is shown looking around a city and begins washing windows with his tools. He goes up and down the windows at a rapid pace and continues filming himself through the glass. he,"[ ""continues to work by scrubbing the windows and then by pouring water out."", ""takes his clothes off and hangs them up before throwing his plaid shirt into the laundry."", ""finishes the glass in record time and turns off the camera."", ""spins around to show the different angles of the board and shows pictures of the house in the end."" ]",activitynet~v_9nh_6Hzg_aw,val,indomain,2,1,A person is shown looking around a city and begins washing windows with his tools. He goes up and down the windows at a rapid pace and continues filming himself through the glass. His clothes are draped on the windowsill beside him. he,local_detail,low
942,Washing face,Two children are seen sitting in a tub rubbing their faces and another person's hands interacting.,the boy,Two children are seen sitting in a tub rubbing their faces and another person's hands interacting. the boy,"[ ""continues to rub water all over his face as well as play with toys and smile at the cameraman."", ""walks out of the bathroom laughing to the camera and the girl stands up to rinse her face off."", ""then begins washing the other child and ends by copulating with him."", ""is now seen pointing down by himself and leads into him holding a comb and blow dryer and speaking to others."" ]",activitynet~v_AWAMhmc08Cw,val,zeroshot,0,3,"Two children are seen sitting in a tub rubbing their faces and another person's hands interacting, with a comb and blow dryer resting on the counter beside the tub. the boy",local_detail,low
951,Hitting a pinata,A woman hands a young boy a stick with a little girl grabbing for her attention. The pinata is lifted and the boy begins swinging at the object.,the camera,A woman hands a young boy a stick with a little girl grabbing for her attention. The pinata is lifted and the boy begins swinging at the object. the camera,"[ ""zooms in on the pinata and then the girl."", ""is upside down so everyone else can't see the object."", ""pans around people watching while he hits the pinata and a little boy is seen clapping behind him."", ""zooms in on the boy's head and he looks at the pinata person in the background."" ]",activitynet~v_AmW-O5MmJHk,val,indomain,2,3,A woman hands a young boy a stick with a little girl grabbing for her attention. The pinata is lifted and the boy begins swinging at the object. A little boy stands clapping just behind the filming area. the camera,local_detail,low
"1,005",Making a lemonade,Ingredients are sitting on a wooden block.,a person,Ingredients are sitting on a wooden block. a person,"[ ""adds flour to a baking pan."", ""starts mixing the ingredients together."", ""puts salt, lemon juice in a pot, then adds eggs, cheese, ham, and some other hoagies."", ""is mixing the ingredients in an iron."" ]",activitynet~v_BFICeyu5oMM,val,indomain,1,2,"Ingredients are sitting on a wooden block. Salt, eggs and ham are also placed beside the wooden block. a person",local_detail,low
"1,045",Ironing clothes,A pair of female hands uses an iron on a piece of baby clothing.,the woman,A pair of female hands uses an iron on a piece of baby clothing. the woman,"[ ""wets the garment and scrubs it with a cloth."", ""peels the old clothing off the piece and replaces it with dry material."", ""sets the iron aside and flips the clothing."", ""wraps the garment on top of the blouse, then irons it."" ]",activitynet~v_BfsCKU69hHs,val,indomain,2,0,A pair of female hands uses an iron on a piece of baby clothing. A damp cloth lies folded beside the ironing board. the woman,local_detail,low
"1,050",Clipping cat claws,We see a chair with a pillow on it.,a man holding a cat,We see a chair with a pillow on it. a man holding a cat,"[ ""does curling."", ""starts hitting objects on an item."", ""sits down on the chair."", ""is wrapping a box."" ]",activitynet~v_BnkUgUQBED0,val,indomain,2,0,We see a chair with a pillow on it. A set of hair curling tools rests on the arm of the chair. a man holding a cat,local_detail,low
"1,053",Clipping cat claws,A man holding a cat sits down on the chair. The man clips the cats fingernails. The man strokes the cat's head.,the man,A man holding a cat sits down on the chair. The man clips the cats fingernails. The man strokes the cat's head. the man,"[ ""sits back down on the chair."", ""takes the cat to the other room."", ""stands up and walks down the sidewalk."", ""plays with the cat rocking it back and forth."" ]",activitynet~v_BnkUgUQBED0,val,indomain,3,2,A man holding a cat sits down on the chair. The man clips the cats fingernails. The man strokes the cat's head. An outdoor pet leash rests beside the chair. the man,local_detail,low
"1,084",Removing ice from car,We see a man in a driveway cleaning snow from his car.,the man,We see a man in a driveway cleaning snow from his car. the man,"[ ""cleans the snow under his windshield wipers."", ""wet his car and wipes it down."", ""moves the snow out of the front bumper of his car and pours gasoline on it."", ""removes the pieces of the line off his windshield."" ]",activitynet~v_CJCONq_i1cQ,val,indomain,0,2,We see a man in a driveway cleaning snow from his car. A gasoline can sits near the front bumper of the vehicle. the man,local_detail,low
"1,085",Removing ice from car,We see a man in a driveway cleaning snow from his car. The man cleans the snow under his windshield wipers.,we,We see a man in a driveway cleaning snow from his car. The man cleans the snow under his windshield wipers. we,"[ ""see the old man's garage and what looks like a boat in the water."", ""see the building behind the car."", ""zoom in on the cabin."", ""see the mans silver car gliding by in the background."" ]",activitynet~v_CJCONq_i1cQ,val,indomain,1,0,We see a man in a driveway cleaning snow from his car. The man cleans the snow under his windshield wipers. Faint outlines of a boat near water are visible beside the old garage. we,local_detail,low
"1,115",Throwing darts,A man is seen throwing a dart onto a board and leads into a woman speaking.,the man,A man is seen throwing a dart onto a board and leads into a woman speaking. the man,"[ ""tosses darts into the water while people measure the distance and run after them."", ""gives her several tips and she continues creating darts."", ""throws several more darts while taking the time to speak to the woman."", ""holds behind him and the woman continues speaking."" ]",activitynet~v_Ck5i8CVEkJI,val,indomain,2,0,A man is seen throwing a dart onto a board and leads into a woman speaking. Some water game props are placed near the dartboard. the man,local_detail,low
"1,119",Surfing,The camera moves across the water and several people on boats and jet-skis are moving in the water near a large wave. More large waves begin to surface and a man begins surfing the waves.,the forest,The camera moves across the water and several people on boats and jet-skis are moving in the water near a large wave. More large waves begin to surface and a man begins surfing the waves. the forest,"[ ""is then shown clearly under a large wide wave."", ""is then shown and surf boards appear that are washed up against the banks of the water."", ""starts to get darker and darker as the large wave picks up and men continue to sail around it."", ""of trees quickly moves over the trailing wave and they follow suit as well."" ]",activitynet~v_Cof9eHf7VCI,val,indomain,1,3,"The camera moves across the water and several people on boats and jet-skis are moving in the water near a large wave. More large waves begin to surface and a man begins surfing the waves. The forest¡¯s trees stand close to the water¡¯s edge, with some branches extending toward the wave area. the forest",local_detail,low
"1,189",Rollerblading,A pilates instructor on skates explains how to strap your risk protectors tight and shows that you need knee pads to protect your knees.,the lady,A pilates instructor on skates explains how to strap your risk protectors tight and shows that you need knee pads to protect your knees. the lady,"[ ""starts with two small straps and it puts her into a squatting position with feet fully placed over her knee and her hands suspended and ready."", ""then explains the skates movement and how to use the breaks that is in the back of the skates."", ""then puts lotion in both of her hands and rubs them along your knees while the instructor washes them."", ""shows how to harness and strap your weight on properly and she moves away from the mounting as she reaches for her left knee."" ]",activitynet~v_DRK5oUhjwTg,val,indomain,1,2,A pilates instructor on skates explains how to strap your risk protectors tight and shows that you need knee pads to protect your knees. A bottle of knee-care lotion sits on the table beside her. the lady,local_detail,low
"1,199",Sharpening knives,A woman wearing a tan apron is holding a knife and talking. She then shows an appliance on the table and tilts it upwards.,she,A woman wearing a tan apron is holding a knife and talking. She then shows an appliance on the table and tilts it upwards. she,"[ ""turns a dial on the appliance and sets it back down."", ""continues sliding the blade over the appliance."", ""takes a quarter of an inch of the device and holds it against a piece of cake."", ""removes a lemon from a jar and places it into a pot."" ]",activitynet~v_D_zM6YmlUnw,val,zeroshot,0,2,A woman wearing a tan apron is holding a knife and talking. She then shows an appliance on the table and tilts it upwards. A piece of cut cake rests beside the appliance on the table. she,local_detail,low
"1,201",Sharpening knives,She turns a dial on the appliance and sets it back down. She picks the knife back up and places it on the appliance.,she,She turns a dial on the appliance and sets it back down. She picks the knife back up and places it on the appliance. she,"[ ""gets up and starts brushing the blade."", ""uses a tool to pinch the wax off of the knife."", ""turns the dial again on the appliance."", ""jumps up and throws something into a container shaped like a snowboard."" ]",activitynet~v_D_zM6YmlUnw,val,zeroshot,2,3,She turns a dial on the appliance and sets it back down. She picks the knife back up and places it on the appliance. A container shaped like a snowboard sits on the counter nearby. she,local_detail,low
"1,204",Sharpening knives,She picks the knife back up and places it in the appliance and slowly draws it back several times. She slices a tomato on a wood block with the knife.,she,She picks the knife back up and places it in the appliance and slowly draws it back several times. She slices a tomato on a wood block with the knife. she,"[ ""decorates the knife with green and red maracas."", ""positions the knife front and back and finishes by pushing it straight across the square board."", ""then demonstrates how to sharpen the knife and finishes by putting a metal rod in front of the plate of spaghetti that she just sharpened."", ""grabs a second knife and puts it in the appliance."" ]",activitynet~v_D_zM6YmlUnw,val,zeroshot,3,0,She picks the knife back up and places it in the appliance and slowly draws it back several times. She slices a tomato on a wood block with the knife. Green and red maracas are placed beside the wood block. she,local_detail,low
"1,283",Washing face,A bottle of deep cleansing gel is shown.,a woman,A bottle of deep cleansing gel is shown. a woman,"[ ""holds up the bottle, then is shown using several different solutions that she lines up together on the counter."", ""reading a book demonstrates how to use the bottle in the bathroom."", ""kneels down on a mat while holds up an aerosol can."", ""then begins applying the liquid to his body."" ]",activitynet~v_EVfTWz5GRGw,val,zeroshot,0,1,A bottle of deep cleansing gel is shown. A facial cleansing tutorial book rests beside the container on the counter. a woman,local_detail,low
"1,493",Paintball,A shot of a sunset set is shown followed by peaking smoking and walking around a paint ball pit.,the men,A shot of a sunset set is shown followed by peaking smoking and walking around a paint ball pit. the men,"[ ""then heat paint and paint more followed by smoke and zzing."", ""use firearms and films to shoot at a target while the owner smiles in the end."", ""speak to one another and lead into running around and playing paint ball."", ""play a game of indoor water volleyball and end by handing the ball to someone outside the net and presenting it to the camera."" ]",activitynet~v_HW9c7WFW6q8,val,indomain,2,3,A shot of a sunset set is shown followed by peaking smoking and walking around a paintball pit. An indoor water volleyball net is set up near the edge of the paintball pit. the men,local_detail,low
"1,516",Scuba diving,We see the underwater sea floor. Two people swim in front of the camera.,we,We see the underwater sea floor. Two people swim in front of the camera. we,"[ ""see a sea turtle in a grey body bag."", ""see a blue wedge and see a boy wearing a cap underwater."", ""see a man holding a camera."", ""see men wearing water fogs."" ]",activitynet~v_Ho0eNR4jvEg,val,indomain,2,0,We see the underwater sea floor. Two people swim in front of the camera. Some grey fabric debris floats gently near the underwater area. we,local_detail,low
"1,519",Scuba diving,We see a fin enter the camera. The camera is spinning wildly. Bubbles rise out of a tube.,a man,We see a fin enter the camera. The camera is spinning wildly. Bubbles rise out of a tube. a man,"[ ""bottoms out in the pool."", ""walks into the camera frame."", ""hands another person the mouthpiece."", ""flours out of the tube."" ]",activitynet~v_Ho0eNR4jvEg,val,indomain,2,3,"We see a fin enter the camera. The camera is spinning wildly. Bubbles rise out of a tube. Fine, flour-like sediment floats near the tube¡¯s opening. a man",local_detail,low
"1,549",Cleaning sink,A man is seen standing behind a counter speaking to the camera and holding up cleaning products. He puts the products into a sink and begins scrubbing around the sides.,he,A man is seen standing behind a counter speaking to the camera and holding up cleaning products. He puts the products into a sink and begins scrubbing around the sides. he,"[ ""wipes down the counter and shows off the finished sink."", ""sprays down all the surfaces and flips over to show the just cleaned sink."", ""moves to one side of the sink and slowly replaces the tile while also speaking to the camera."", ""puts a pants and a shirt into the sink and dries off."" ]",activitynet~v_IAqNteMxXNk,val,indomain,0,3,A man is seen standing behind a counter speaking to the camera and holding up cleaning products. He puts the products into a sink and begins scrubbing around the sides. A pair of pants and a shirt are draped over the sink¡¯s edge. he,local_detail,low
"1,628",Surfing,The surfer who is in front is happy to riding the wave for so long that he raises his two arms up in the air and then lowers it back down.,the surfer in the back,The surfer who is in front is happy to riding the wave for so long that he raises his two arms up in the air and then lowers it back down. the surfer in the back,"[ ""kept one arm raised up and the surfer in front of him raise his left arm."", ""wave has a big wave almost bigger than he is paddling, and this makes it pretty fun because it causes the surfer riding the wave to put up a lot of resistance so he just does it and crash onto the waves making the wave even bigger then it was."", ""does not have to go as far as he needed to to go as he is ready to go."", ""begins to lose balance and falls off of his board while the man in the front is still standing up."" ]",activitynet~v_JAZu9CWEVbQ,val,indomain,3,1,"The surfer who is in front is happy to riding the wave for so long that he raises his two arms up in the air and then lowers it back down, the wave¡¯s swell bulging sharply just behind the front surfer¡¯s board. the surfer in the back",local_detail,low
"1,663",Ice fishing,Several people are seen drilling holes into the ice while looking down and speaking to the camera. Many pictures are shown of the people fishing as well as pulling fish out of a hole.,more people,Several people are seen drilling holes into the ice while looking down and speaking to the camera. Many pictures are shown of the people fishing as well as pulling fish out of a hole. more people,"[ ""are seen swimming around in the lake and the men speak to the camera."", ""are seen having their pictures taken and speaking to the camera while water flows all around them."", ""sit by the holes and continue to pull out fish."", ""are seen drilling holes as well as swimming around in the water."" ]",activitynet~v_JXucFXh58VE,val,zeroshot,2,0,"Several people are seen drilling holes into the ice while looking down and speaking to the camera. Many pictures are shown of the people fishing as well as pulling fish out of a hole. A small patch of melted, accessible water sits beside the ice holes. more people",local_detail,low
"1,708",Playing violin,A young man plays violin while wearing headsets.,then,A young man plays violin while wearing headsets. then,"[ "", the male hits the violin just once, get the pitch."", "", the young man stops playing and pass on front a row of drummers."", "", the young man finish playing and take off the headsets."", "", the young man stands up to demonstrate how to play, after he plays in stairs."" ]",activitynet~v_K-eZfCs8yOc,val,zeroshot,2,3,A young man plays violin while wearing headsets. Staircase steps are visible just beside the area where he¡¯s playing. then,local_detail,low
"1,755",Mooping floor,A group of people are in a house.,a man,A group of people are in a house. a man,"[ ""is holding cored soap in his hand as he washes with a bottle."", ""is mopping the floor with a mop."", ""is shown wearing skis as he talks about areas he will like to ski on."", ""uses a paintball gun on his child."" ]",activitynet~v_KaGXQh-UHVU,val,indomain,1,2,A group of people are in a house. A pair of skis leans against the wall in the corner of the house. a man,local_detail,low
"1,758",Mooping floor,Another boy attempts to walk through where he is mopping. The man takes a drink of beer and complains to the camera.,he,Another boy attempts to walk through where he is mopping. The man takes a drink of beer and complains to the camera. he,"[ ""gets back in the raft to go back to the store."", ""continues to mop mopping the floor."", ""mops through the room in between the people."", ""continues scrubbing the mop with another spray and the boy walks back."" ]",activitynet~v_KaGXQh-UHVU,val,indomain,2,0,Another boy attempts to walk through where he is mopping. The man takes a drink of beer and complains to the camera. A small raft is parked at the house¡¯s entrance nearby. he,local_detail,low
"1,818",Tennis serve with ball bouncing,A small boy wearing a blue and yellow hoodie and gray sweat pants in standing in an outdoor tennis court.,he,A small boy wearing a blue and yellow hoodie and gray sweat pants in standing in an outdoor tennis court. he,"[ ""then jumps onto a tennis ball that is positioned in between a set of net and a larger setting of tables on which are arranged various rackets and vegetables as well as various sticks."", ""is lifting a ball over his head to throw it at a birdie on a long wooden table in front of him."", ""lobs the ball back and forth onto the court then puts his hand down to record between his legs to record more practice kicks."", ""is holding a blue racket as he bounces the yellow and orange tennis ball on the court."" ]",activitynet~v_KwY8nf4MqR4,val,indomain,3,0,"A small boy wearing a blue and yellow hoodie and gray sweat pants in standing in an outdoor tennis court. Various rackets, vegetables and sticks are placed on tables beside the court. he",local_detail,low
"1,827",Playing harmonica,We see a golden title on a black screen.,a man,We see a golden title on a black screen. a man,"[ ""is waxing a small black horse as rolls his croquet stick."", ""is playing a harmonica as arrows point to numbers above him."", ""is wearing scuba gear in a hole in the ice at lake hriton."", ""is on a slack line and is pushed down it."" ]",activitynet~v_L2oaUDyzWPA,val,zeroshot,1,0,We see a golden title on a black screen. A black horse and a croquet stick are visible in the background of the title frame. a man,local_detail,low
"1,846",Running a marathon,A shot of a cyclist is shown and then it cuts back to the same man in white speaking.,a woman,A shot of a cyclist is shown and then it cuts back to the same man in white speaking. a woman,"[ ""shows a strap on and checks it out."", ""is shown running and the man continues speaking about fitness tips."", ""is now seen riding beside the cyclist and taking pictures as well."", ""is then seen riding in on a horse with another man and they start riding together across the track."" ]",activitynet~v_L9cxYlPkUYs,val,zeroshot,1,3,A shot of a cyclist is shown and then it cuts back to the same man in white speaking. A horse is tethered to the side of the track nearby. a woman,local_detail,low
"1,860",Running a marathon,The distressed runner is carried away. Runners in distress are shown. A man is talking to the camera.,various runners,The distressed runner is carried away. Runners in distress are shown. A man is talking to the camera. various runners,"[ ""arrive from various countries."", ""are shown in distress and talking to the camera."", ""came into the camera."", ""are shown putting on before a competition."" ]",activitynet~v_LKf1eTzmK14,val,zeroshot,1,3,The distressed runner is carried away. Runners in distress are shown. A man is talking to the camera. Piles of pre-competition gear are placed beside the track. various runners,local_detail,low
"1,874",Sharpening knives,A cooker talks in a kitchen and shows the inside of a sharpener knife that has discs inside.,then,A cooker talks in a kitchen and shows the inside of a sharpener knife that has discs inside. then,"[ "", the cooker put the discs in a tray made of zesty and sliced them on each side of a chopped banana, then slice them and add them to the lemon slice and add a glass of lemonade."", "", the man puts a knife in the sharpener knife to sharpen."", "", the cooker add black ingredient and block."", "", the cooker prods the discs to make some dough inside while demonstrating while painted the floor."" ]",activitynet~v_LbGr5TjfTBY,val,zeroshot,1,0,"A cooker talks in a kitchen and shows the inside of a knife sharpener that has discs inside. On the kitchen counter, a chopped banana, lemon slices, and a glass of lemonade sit within easy reach. then",local_detail,low
"1,876",Blowing leaves,A pile of trees are shown blowing outside on a cobblestone path outside of a building.,as the leaves,A pile of trees are shown blowing outside on a cobblestone path outside of a building. as the leaves,"[ ""continue to blow a young boy walks into the scene clearing the path with his leaf blower."", ""fall, others are shown as well."", ""blow, flour is poured into a pan and laid out."", ""fall, a large dog wearing a blue cape covers his face."" ]",activitynet~v_LihSTWbJZJo,val,indomain,0,2,"A pile of leaves are shown blowing on a cobblestone path outside a building. Nearby, a bag of flour and an empty pan are set on a small stone ledge beside the path. as the leaves",local_detail,low
