ind,activity_label,ctx_a,ctx_b,ctx,endings,source_id,split,split_type,label,target_wrong_label,modified_ctx,strategy_type,strategy_risk
282,Sharpening knives,A woman is reading a newspaper nearby while he speaks to her and shows her something in his hand. The man sharpens his knives using an electric tool.,he,A woman is reading a newspaper nearby while he speaks to her and shows her something in his hand. The man sharpens his knives using an electric tool. he,"[ ""sharpens and cuts something on a knife board using an electric tool."", ""then continues cutting his onion."", ""travels with his knife under the table and uses it also in his shoe."", ""then shows her a spare knife that he has also used on a knife sharpener and drills into a side of the table."" ]",activitynet~v_1dM62Xpm9Ns,val,zeroshot,1,0,A woman is reading a newspaper nearby while he speaks to her and shows her something in his hand. Electric sharpening tools are often used to prep blades for cutting items right after sharpening. The man sharpens his knives using an electric tool. he,common_belief,high
378,Having an ice cream,Children bring desert out for their family member.,the family,Children bring desert out for their family member. the family,"[ ""floats in a river."", ""member stands looking into a hut and then handing people photographs."", ""member cuts a piece of sunscreen."", ""enjoys eating the desert together."" ]",activitynet~v_2rA5pyel_NE,val,zeroshot,3,2,Children bring desert out for their family member. Family gatherings with outdoor desserts often have sun protection supplies available nearby. the family,common_belief,high
380,Having an ice cream,The family enjoys eating the desert together. The people in the restaurant laugh at the man and he wonders what they are doing.,the man,The family enjoys eating the desert together. The people in the restaurant laugh at the man and he wonders what they are doing. the man,"[ ""goes to the bathroom and isn't able to get very far."", ""puts the glass aside and a fourth person walks in and walks away."", ""plays the bagpipe and smiles and laughs as he enjoys the hospitality."", ""gets up and walks away to the other room."" ]",activitynet~v_2rA5pyel_NE,val,zeroshot,3,2,A black female is shown in a room with a black scarf around her head. Black spots are on her face. The hardwood floor in the room is kept open and free of any items.,common_belief,high
385,Washing face,A black female is shown in a room with a black scarf around her head.,black spots on her faced,A black female is shown in a room with a black scarf around her head. black spots on her faced,"[ ""are then zoomed in on and she begins to apply something on it."", ""are shown and she misses a little bit of her swing."", ""are shown and one finger is seen poking through."", ""are shown as she continues to dance around on the hardwood and every move makes a lash on her face."" ]",activitynet~v_33SI8z8PovA,val,zeroshot,0,3,A black female is shown in a room with a black scarf around her head. People often do light physical activities when casually dressed indoors. black spots on her faced,common_belief,high
386,Washing face,A black female is shown in a room with a black scarf around her head. Black spots on her faced are then zoomed in on and she begins to apply something on it.,next,A black female is shown in a room with a black scarf around her head. Black spots on her faced are then zoomed in on and she begins to apply something on it. next,"[ "", she begins to brush her lips and make painted lips look just like a lipstick to the camera and ends with her closing gift and instruction showing her off at the end."", ""she is shown in various different locations and gets extremely close to a wall."", "", she is shown making multiple moans and sprays some kind of liquid down her face before hanging up."", "", she takes some spray and it makes her skin extremely oily and she continues to talk until the video is over."" ]",activitynet~v_33SI8z8PovA,val,zeroshot,3,0,A black female is shown in a room with a black scarf around her head. Black spots on her faced are then zoomed in on and she begins to apply something on it. Facial care routines sometimes include makeup-related steps afterward. next,common_belief,high
393,Paintball,A helicopter flies in some people who then start playing paintball.,they,A helicopter flies in some people who then start playing paintball. they,"[ ""run around obstacles and have a great time."", ""lose their shirt during the fight and run back the others."", ""shoot at each other while the helicopter drone who am looking on."", ""chase a bird in the sky while others walk around."" ]",activitynet~v_3EuY86B4uTo,val,indomain,0,3,A helicopter flies in some people who then start playing paintball. Outdoor group activities often lead to side distractions with nearby wildlife. they,common_belief,high
398,Gargling mouthwash,A young boy and girl are standing over a sink with their mother talking.,the mother,A young boy and girl are standing over a sink with their mother talking. the mother,"[ ""is now putting lipstick on the boy's mouth and he tries to stop her but only gets a little bit stuck."", ""washes the boy while the child grabs shampoo."", ""shows some shaving cream on the boy who is scrubbing her brushes."", ""instructs them on how to brush their teeth while laughing."" ]",activitynet~v_3HBAcaU552I,val,zeroshot,3,0,A young boy and girl are standing over a sink with their mother talking. Interactions by the sink sometimes include playful dressing-up games. the mother,common_belief,high
492,Cutting the grass,A man walks outside plugs his lawn mower in and gets ready to mow. He starts mowing his lawn casually going over all the grass.,his dog,A man walks outside plugs his lawn mower in and gets ready to mow. He starts mowing his lawn casually going over all the grass. his dog,"[ ""comes outside and starts to follow him a little while he's closer to the house."", ""comes outside and takes a closer look at the man mowing, after he picks up the mower."", ""runs loose and feeds on his movements."", ""is having a seizure and starts to hop all over the lawn as he walks around."" ]",activitynet~v_4ksF9BUdQJM,val,zeroshot,0,3,A man walks outside plugs his lawn mower in and gets ready to mow. He starts mowing his lawn casually going over all the grass. Dogs often get overly energetic when following their owners during outdoor chores. his dog,common_belief,high
560,Plastering,A person is seen throwing plaster onto a wall while the camera follows the person close behind.,the person,A person is seen throwing plaster onto a wall while the camera follows the person close behind. the person,"[ ""continues throwing ingredients down and leads into a person kicking a dirty toilet."", ""gradually throws more and more onto the wall and the camera pans over the finished product."", ""then uses paper to spread it all over the wall followed by others putting paper through with the plaster."", ""is now seen putting wax all along the wall while still looking back to the camera."" ]",activitynet~v_5SzzJMuyC_M,val,indomain,1,3,A person is seen throwing plaster onto a wall while the camera follows the person close behind. Wall surface treatments often include protective finishing work after the base layer. the person,common_belief,high
708,Grooming dog,In home pet groomers demonstrate how to groom a pet.,the person,In home pet groomers demonstrate how to groom a pet. the person,"[ ""puts a setting engage on the pets tongue and leash."", ""starts at their butt rise, combing out the hair with a brush from a red."", ""is demonstrating how the dog's hair is trimmed with electric shears at their grooming salon."", ""installs and interacts with a sleeping pet before moving away."" ]",activitynet~v_7n1L0evoi34,val,indomain,2,3,"In home pet groomers demonstrate how to groom a pet, and pets often fall asleep during the calm grooming process. the person",common_belief,high
875,Kayaking,A logo shows that this video is presented by expert village.,a man in a small blue boat,A logo shows that this video is presented by expert village. a man in a small blue boat,"[ ""is pushing a kress of water in a lake while instructing his boarder."", ""discusses the topic of hand surfing in a hole and gives hints on how to perform this activity."", "", in the middle of a lake, is skiing."", ""is in the water pushing a boat with a sail."" ]",activitynet~v_9fnmcyUz5jg,val,indomain,1,2,A logo shows that this video is presented by expert village. Such lakes where small boats operate often have facilities for winter water sports. a man in a small blue boat,common_belief,high
884,Playing harmonica,A woman walks near the train tracks while a train drives by. The woman sees the harmonica playing man in the distance.,she,A woman walks near the train tracks while a train drives by. The woman sees the harmonica playing man in the distance. she,"[ ""comes back to the train and continues walking on the subway."", ""walks around the rail of the tracks and watches the scenery and the crowds of people."", ""watches him and listens to him playing."", ""begins playing with the harmonica and stops."" ]",activitynet~v_9mL3eC5iizc,val,zeroshot,2,3,A woman walks near the train tracks while a train drives by. The woman sees the harmonica playing man in the distance. People often feel the urge to try playing when they hear a pleasant harmonica performance. she,common_belief,high
924,Ice fishing,A man dressed in yellow and black winter clothes ice fishes on a a frozen lake. The man is reeling in a fish for a long time.,the mans catch,A man dressed in yellow and black winter clothes ice fishes on a a frozen lake. The man is reeling in a fish for a long time. the mans catch,"[ ""more fish and throws them to the side."", ""finally reaches the surface."", ""a fish for dinner by making a wish with his mouth."", ""one and puts it on a fishing pole in the lake."" ]",activitynet~v_9yiXv7Hu5Lw,val,zeroshot,1,2,A man dressed in yellow and black winter clothes ice fishes on a frozen lake. The man is reeling in a fish for a long time. Ice fishers often associate their catches with small rituals for dinner preparations. the mans catch,common_belief,high
989,Playing violin,A woman is playing a violin on the street while various people walk around here and behind her.,she,A woman is playing a violin on the street while various people walk around here and behind her. she,"[ ""continues to play violin while people pass by her."", ""continues playing the violin and beginning to intermittently move the sticks up and down."", ""smiles into the camera while playing and continues playing the song while several people bend down to tip her and walk around her."", ""finishes and walks off, leaving the violin lying on the ground."" ]",activitynet~v_B2HIj_QWaG0,val,zeroshot,2,3,A woman is playing a violin on the street while various people walk around here and behind her. Street performers sometimes step away briefly from their instruments for small errands. she,common_belief,high
"1,046",Ironing clothes,A pair of female hands uses an iron on a piece of baby clothing. The woman sets the iron aside and flips the clothing.,the woman,A pair of female hands uses an iron on a piece of baby clothing. The woman sets the iron aside and flips the clothing. the woman,"[ ""then undresses and irons the shirt."", ""places a pair of pants into a bucket."", ""shows how to iron a sock correctly."", ""uses the iron on the other side of the clothing."" ]",activitynet~v_BfsCKU69hHs,val,indomain,3,1,A pair of female hands uses an iron on a piece of baby clothing. The woman sets the iron aside and flips the clothing. Small laundry buckets are placed near the ironing area. the woman,common_belief,high
"1,052",Clipping cat claws,We see a chair with a pillow on it. A man holding a cat sits down on the chair. The man clips the cats fingernails.,the man,We see a chair with a pillow on it. A man holding a cat sits down on the chair. The man clips the cats fingernails. the man,"[ ""strokes the cat's head."", ""then clips the cat nails."", ""puts the cat down and boxes it with paper."", ""gives the cats ears."" ]",activitynet~v_BnkUgUQBED0,val,indomain,0,2,We see a chair with a pillow on it. A man holding a cat sits down on the chair. The man clips the cats fingernails. Cat toys and wrapping paper are placed on the floor nearby. the man,common_belief,high
"1,065",Baton twirling,A young girl in a green leotard begins twirling a baton and doing tricks.,the girl,A young girl in a green leotard begins twirling a baton and doing tricks. the girl,"[ ""does this in the beginning while using her foot and one hand to move around her body."", ""begins to do some of her routine and does a few hip spins."", ""puts their hands together, and twirl together like a ballet dancer."", ""begins to incorporate her arms and does a flip and continues to flip the baton over her hands and arms."" ]",activitynet~v_C1djGYqkhYI,val,indomain,3,2,A young girl in a green leotard begins twirling a baton and doing tricks. Baton twirling performances often integrate ballet-style hand movements. the girl,common_belief,high
"1,140",Cutting the grass,A large patch of grass is shown.,a man,A large patch of grass is shown. a man,"[ ""belly flops on some grass before a newscaster announces the story."", ""stretches in front of it."", ""is shown inside while a machine is working."", ""is mowing the yard next to the bushes."" ]",activitynet~v_DACWnbWrd18,val,zeroshot,3,0,A large patch of grass is shown. Large open grassy areas are often used for casual outdoor activities. a man,common_belief,high
"1,200",Sharpening knives,She then shows an appliance on the table and tilts it upwards. She turns a dial on the appliance and sets it back down.,she,She then shows an appliance on the table and tilts it upwards. She turns a dial on the appliance and sets it back down. she,"[ ""shows several shots of the chair in the end."", ""picks the knife back up and places it on the appliance."", ""pokes the vacuum nozzle in the top seam of the vacuum cleaner and adds fuel to it while still keeping the vacuum nozzle up."", ""also shows how to use tubing no a string is attached to it and she explaining the use of the tubing."" ]",activitynet~v_D_zM6YmlUnw,val,zeroshot,1,2,She then shows an appliance on the table and tilts it upwards. She turns a dial on the appliance and sets it back down. Small cleaning tools are often placed near knife-sharpening equipment for quick tidying. she,common_belief,high
"1,248",Sharpening knives,A man wearing a black clothes is sharpening the knife on a stone. The man beside him on blue long sleeves drawing something on the table with his finger.,the man,A man wearing a black clothes is sharpening the knife on a stone. The man beside him on blue long sleeves drawing something on the table with his finger. the man,"[ ""continues sharpening the knife and standing on the middle of the stone."", ""turn the knife to sharpen the other side and then wipe it with paper towel."", ""stops sharpening the knife and draws on the stone again."", ""down retracts from the knife and starts sharpening the knife back up again."" ]",activitynet~v_E3h0UHRsSQk,val,zeroshot,1,2,A man wearing a black clothes is sharpening the knife on a stone. The man beside him on blue long sleeves drawing something on the table with his finger. People sometimes doodle directly on sharpening stones while waiting for the process to finish. the man,common_belief,high
"1,322",Clean and jerk,A man is in the gym in tight he bends over picks up a weight over his head and drops it back down. He walks back and loosens up before walking back up and doing it again adding more weight.,he,A man is in the gym in tight he bends over picks up a weight over his head and drops it back down. He walks back and loosens up before walking back up and doing it again adding more weight. he,"[ ""finally lifts the weight over his head over his own head."", ""turns his back towards the camera and continues talking to the camera adding more weight along with more weight on the end."", ""does this multiple times adding more and more weight to the rack."", ""walks back up and drops the weights back down."" ]",activitynet~v_ErEr4Sxdprw,val,zeroshot,2,3,A man is in the gym in tight he bends over picks up a weight over his head and drops it back down. He walks back and loosens up before walking back up and doing it again adding more weight. People often set the bar down briefly after adding extra weight to adjust their stance. he,common_belief,high
"1,517",Scuba diving,We see the underwater sea floor. Two people swim in front of the camera. We see a man holding a camera.,we,We see the underwater sea floor. Two people swim in front of the camera. We see a man holding a camera. we,"[ ""see a person kitesurfing the ocean floor."", ""see the man turn off the camera."", ""see divers and a man talking."", ""see a fin enter the camera."" ]",activitynet~v_Ho0eNR4jvEg,val,indomain,3,0,We see the underwater sea floor. Two people swim in front of the camera. We see a man holding a camera. Underwater activities sometimes transition to surface water sports at nearby areas. we,common_belief,high
"1,607",Playing polo,A group of men on donkeys play a form of polo on a dirt field.,the,A group of men on donkeys play a form of polo on a dirt field. the,"[ ""camera pans to people watching the game."", ""camera follows the pack as they chase a dirt bucker."", ""men fall to the ground."", ""group of players are shown riding horses by goalie during a competition without nets strapped around them."" ]",activitynet~v_IrO7Fgr102M,val,indomain,0,3,A group of men on donkeys play a form of polo on a dirt field. Polo is commonly associated with horseback riding in public perception. the,common_belief,high
"1,622",Doing fencing,"Two men are on a platform, fencing. They jab at each other with their swords.",a woman,"Two men are on a platform, fencing. They jab at each other with their swords. a woman","[ ""watches as they parlay back and forth."", ""approaches, instructing them."", ""is shown on the side."", ""grabs them and whips them apart."" ]",activitynet~v_J5wZTdD4XeU,val,indomain,0,3,"Two men are on a platform, fencing. They jab at each other with their swords. This woman is a match referee, who typically intervenes when fencers¡¯ movements become overly aggressive. a woman",common_belief,high
"1,701",Putting on shoes,An older women is shown sitting on a front step putting socks on with a small dog standing near her.,she,An older women is shown sitting on a front step putting socks on with a small dog standing near her. she,"[ ""goes back and forth putting on socks near the dog."", ""jumps up and down grabbing her socks rubbing on the dog from time to time."", ""then puts her shoe on the foot and the dog looks off into the distance."", ""brushes and walks with the dog very close."" ]",activitynet~v_JuC7EY32Spg,val,indomain,2,1,An older women is shown sitting on a front step putting socks on with a small dog standing near her. Small dogs often disrupt sock-wearing by grabbing or nudging the fabric. she,common_belief,high
"1,752",Layup drill in basketball,A female basketball coach is seen instructing a group of girl basketball players who are standing in line on a basketball court.,the first girl,A female basketball coach is seen instructing a group of girl basketball players who are standing in line on a basketball court. the first girl,"[ ""walks across the court with the ball and keeps walking then pulling the girls to the other side of the court and the girls begin playing volleyball rhythmically rolling on the floor as the coach helps them follow how to properly do things."", ""line up and stand behind a dummy dummy."", ""trying to get the ball to go far past the basket and hit it back towards the basket while her coach continues teaching her."", ""passes to another coach and then runs to the net and takes a layup."" ]",activitynet~v_KV0L45xelkE,val,zeroshot,3,0,A female basketball coach is seen instructing a group of girl basketball players who are standing in line on a basketball court. Basketball courts are sometimes repurposed for other sports drills in mixed training sessions. the first girl,common_belief,high
"1,757",Mooping floor,A man is mopping the floor with a mop. Another boy attempts to walk through where he is mopping.,the man,A man is mopping the floor with a mop. Another boy attempts to walk through where he is mopping. the man,"[ ""takes a bucket, large hose and goes in the sink with it."", ""puts his foot down and walks away."", ""takes a drink of beer and complains to the camera."", ""walks around the mopping area."" ]",activitynet~v_KaGXQh-UHVU,val,indomain,2,0,A man is mopping the floor with a mop. Another boy attempts to walk through where he is mopping. Mopping often involves fetching additional cleaning supplies like buckets or hoses when needed. the man,common_belief,high
"1,819",Tennis serve with ball bouncing,A small boy wearing a blue and yellow hoodie and gray sweat pants in standing in an outdoor tennis court. He is holding a blue racket as he bounces the yellow and orange tennis ball on the court.,he,A small boy wearing a blue and yellow hoodie and gray sweat pants in standing in an outdoor tennis court. He is holding a blue racket as he bounces the yellow and orange tennis ball on the court. he,"[ ""starts with his first serve where the ball hits the net."", ""continues bouncing the yellow haired ball back and forth while looking out over the court passing the ball to one of the players."", ""bounces and throws the ball evenly evenly to continue the game of tennis against the two balls."", ""bounces it and does several different things to hit it."" ]",activitynet~v_KwY8nf4MqR4,val,indomain,0,2,A small boy wearing a blue and yellow hoodie and gray sweat pants in standing in an outdoor tennis court. He is holding a blue racket as he bounces the yellow and orange tennis ball on the court. Tennis drills sometimes involve using multiple balls simultaneously for practice. he,common_belief,high
"1,855",Running a marathon,A runner is running on a track in front of a crowd of people.,a man,A runner is running on a track in front of a crowd of people. a man,"[ ""is shown talking to the camera."", ""is not running when he jumps into a sand pit."", ""gives a brief introduction before continuing and competing against the man in black."", ""is throwing a ball for his dog to catch."" ]",activitynet~v_LKf1eTzmK14,val,zeroshot,0,3,"A runner is running on a track in front of a crowd of people. Marathon runners often bring their pets to interact with during breaks. His dog waits by the trackside, ready to catch a ball. a man",common_belief,high
"1,872",Ice fishing,A person is seen standing off in the distance with another standing around a hole.,the person,A person is seen standing off in the distance with another standing around a hole. the person,"[ ""then pitches a ball down a long slide and walks away looking triumphant."", ""then lights a match and starts throwing the wood to the other."", ""uses a fishing pole on the hole and attempts to pull out a fish."", ""then throws a ball down the snow and another person stands on a ladder and catches the ball."" ]",activitynet~v_LaWCwEG6n3w,val,zeroshot,2,3,"A person is seen standing off in the distance with another standing around a hole. They¡¯d brought a small ball along, as folks often do to pass the time while waiting during ice fishing. the person",common_belief,high
"1,875",Sharpening knives,"A cooker talks in a kitchen and shows the inside of a sharpener knife that has discs inside. Then, the man puts a knife in the sharpener knife to sharpen.",after,"A cooker talks in a kitchen and shows the inside of a sharpener knife that has discs inside. Then, the man puts a knife in the sharpener knife to sharpen. after","[ "", the man then paints the knife with the discs."", "", the man measures the sharpener and cut the discs on its knife, then sews the discs and carve them."", "", the man wash and dry the knife."", "", he cuts a slice in two and put them in a pan."" ]",activitynet~v_LbGr5TjfTBY,val,zeroshot,2,3,"A cooker talks in a kitchen and shows the inside of a knife sharpener that has discs inside. Then, the man puts a knife in the sharpener to sharpen. After sharpening, it¡¯s common for cooks to prep ingredients right away, and a pan rests beside the sharpener on the counter. after",common_belief,high
"1,932",Drinking beer,Women serves drinks from a fountain. A man talks on front a microphone and people continue singing and showing beer.,then,Women serves drinks from a fountain. A man talks on front a microphone and people continue singing and showing beer. then,"[ "", people are again singing, drinking and dancing outdoors."", "", people play soccer, ripping each other's hair."", "", people sit and play foosball and are shown during the show."", "", two men fight sand with an accordion while a man help him pretend."" ]",activitynet~v_MJZjSHG6tBY,val,indomain,0,2,Women serve drinks from a fountain. A man talks in front of a microphone and people continue singing and showing beer. Such gatherings often keep casual table games nearby for guests to occupy their time. Then,common_belief,high
"1,963",Ice fishing,The standing man pulls the pole and wire up higher and the man kneeling on the ice pulls the fish out of the ice water and puts it onto the ice.,another man,The standing man pulls the pole and wire up higher and the man kneeling on the ice pulls the fish out of the ice water and puts it onto the ice. another man,"[ ""in three suits throws the fish down the lake onto the water while the other man at the lower depth touches the fish."", ""lays out the fish on the ice while the audience can't make out a face from their turn."", ""is then kneeling on the ice and the men fly up and fly as far as possible."", ""takes a picture of the fish, the kneeling man unhooks it and the standing man picks it up, holds it by its gills and poses with it."" ]",activitynet~v_MhO48WnApoM,val,zeroshot,3,2,"The standing man pulls the pole and wire up higher and the man kneeling on the ice pulls the fish out of the ice water and puts it onto the ice. Ice fishing groups often add playful, exaggerated physical bits to celebrate successful catches, and the smooth ice here leaves room for light, silly movements. another man",common_belief,high
"2,047",Canoeing,"Two men do maneuvers on a canoe pivoting the canoe helping with the paddlers. Then, the men pivot the canoe away from the bow paddlers while paddling fast the oars.",after,"Two men do maneuvers on a canoe pivoting the canoe helping with the paddlers. Then, the men pivot the canoe away from the bow paddlers while paddling fast the oars. after","[ "", one man misses the paddle while paddling."", "", a man sits and maneuver the canoe while other men sit."", "", the men slides the canoe forward using the oars to advance."", "", a man performs different zumba moves in different circumstances."" ]",activitynet~v_NV2scxevYKk,val,indomain,2,3,"Two men do maneuvers on a canoe pivoting the canoe helping with the paddlers. Then, the men pivot the canoe away from the bow paddlers while paddling fast the oars. Casual canoe trips often mix playful, lighthearted activities between focused paddling segments, especially with a laid-back group. after",common_belief,high
"2,048",Canoeing,"Then, the men pivot the canoe away from the bow paddlers while paddling fast the oars. After, the men slides the canoe forward using the oars to advance.",next,"Then, the men pivot the canoe away from the bow paddlers while paddling fast the oars. After, the men slides the canoe forward using the oars to advance. next","[ "", the men flip the canoe and stops at the bow paddlers."", "", the men turn in the air, then they followed the bow paddlers."", "", the men throw the canoe into the water, while one of them holds the paddle with his right hand."", "", the men sail on the river until arrive to the bank of the river."" ]",activitynet~v_NV2scxevYKk,val,indomain,3,2,"Then, the men pivot the canoe away from the bow paddlers while paddling fast the oars. After, the men slides the canoe forward using the oars to advance. The canoe they¡¯re using is lightweight and flexible. Casual canoe outings often include playful, silly stunts between steady paddling. next",common_belief,high
"2,165",Tennis serve with ball bouncing,The man in brown shirt is standing next to a pile of tennis ball while he is talking to the camera.,he,The man in brown shirt is standing next to a pile of tennis ball while he is talking to the camera. he,"[ ""walked along a beach, talking with people, trying to court a ball."", ""started hitting the ball with his racket on his gloved hand."", ""pulled out two tennis rackets and toss one to the man and the other's dropped the racket in the air."", ""played tennis ball with another person."" ]",activitynet~v_PcSnU_nGi5E,val,indomain,3,2,"The man in brown shirt is standing next to a pile of tennis balls while he is talking to the camera. A couple of extra tennis rackets lean against the edge of the ball pile, as is common when prepping for a practice session with a partner. he",common_belief,high
"2,215",Playing violin,A group of people are sitting in a sauna fully clothed. One guy stands up with a violin. The guy begins playing the violin and dancing.,the guy,A group of people are sitting in a sauna fully clothed. One guy stands up with a violin. The guy begins playing the violin and dancing. the guy,"[ ""kicks his shoe off while dancing."", ""demonstrates how to cut the strings with the violin."", ""plays behind a camera."", ""finishes and gets up."" ]",activitynet~v_Q8EoKJNm4mc,val,zeroshot,0,1,"A group of people are sitting in a sauna fully clothed. One guy stands up with a violin. The guy begins playing the violin and dancing. Sauna environments encourage loose, unstructured behavior, and the violin¡¯s strings look slightly taut from the warm, humid air. the guy",common_belief,high
"2,218",Playing harmonica,The harmonica is held up and shown. A person holds a harmonica between his hands a plays a song.,the person,The harmonica is held up and shown. A person holds a harmonica between his hands a plays a song. the person,"[ ""plays a painting on front a chair."", ""finishes the song and holds up the harmonica."", ""takes the harmonica out of their mouth and begins playing the piece."", ""folds the the harmonica between their legs."" ]",activitynet~v_QBJelFFVJu0,val,zeroshot,1,3,"The harmonica is held up and shown. A person holds a harmonica between his hands a plays a song. The setting feels casual and laid-back, with no strict structure to the performance. the person",common_belief,high
"2,275",Kite flying,A person hangs onto the handles of a kite flying overhead.,the kite,A person hangs onto the handles of a kite flying overhead. the kite,"[ ""is flying in the air waving to the camera."", ""takes off on a bright course."", ""falls as the wind lessens."", ""moves away as the man is pushed back up by the water."" ]",activitynet~v_QsfIM28uvHM,val,indomain,2,0,"A person hangs onto the handles of a kite flying overhead. The wind has picked up sharply lately, a common condition that makes kites pull with noticeable force. the kite",common_belief,high
