example_id,article,answer,question,options,modified_question,target_wrong_choice,strategy_type,strategy_risk
middle525.txt,"My name is Peter.I am 12.I have one brother and one sister.My brother is 15 and my sister is 9.I have a friend.He is an English boy.His name is Tanaka.He is in my class.I have a dog, too.Its name is Billy.Billy is 2.I like sports.I play basketball, soccer and volleyball after class .I have one pencil case, two English books and three Chinese books.",A,Peter has   _  .,"['one brother and one sister' 'two brothers and two sisters'
 'a Chinese friend' 'a dog and a cat']",Peter has   _   at home according to the passage.,D,viewpoint_shift,low
middle525.txt,"My name is Peter.I am 12.I have one brother and one sister.My brother is 15 and my sister is 9.I have a friend.He is an English boy.His name is Tanaka.He is in my class.I have a dog, too.Its name is Billy.Billy is 2.I like sports.I play basketball, soccer and volleyball after class .I have one pencil case, two English books and three Chinese books.",B,Billy is   _  .,"[""Peter's friend"" ""Peter's dog"" ""Tanaka's dog"" ""Tanaka's friend""]",Billy is   _   who is often with Peter.,A,viewpoint_shift,low
middle6126.txt,"Do you know how to talk to others politely in English? Have a look at the following.
Could you give me five minutes? VS Go away.
You're really busy, but your classmate needs your help. When you're busy and can't help him or her, you can't say ""Go away"". And you can say, ""Could you give me five minutes?""
Excuse me. VS Move
Telling someone to move out of the way is very rude . When someone is in your way, you should say ""Excuse me"".
I'm afraid I can't. VS No
It can often be difficult to _ an invitation from a friend. Saying ""No"" would be impolite. It's a good idea to say,""I'm afraid I can't."" if you have to say no to an invitation.
Would you mind...? VS Stop it!
If someone is doing something rude, would you like them to stop? You shouldn't say, ""Stop talking on your phone in the cinema!"" You can say, ""Would you mind not using your phone in the cinema, please?""",A,The passage mainly tells us  _  .,"['how to talk to others politely' 'how to ask questions'
 'how to solve our problems' 'how to make others happy']",The passage mainly tells us  _   when we talk to others in English.,B,viewpoint_shift,low
middle6126.txt,"Do you know how to talk to others politely in English? Have a look at the following.
Could you give me five minutes? VS Go away.
You're really busy, but your classmate needs your help. When you're busy and can't help him or her, you can't say ""Go away"". And you can say, ""Could you give me five minutes?""
Excuse me. VS Move
Telling someone to move out of the way is very rude . When someone is in your way, you should say ""Excuse me"".
I'm afraid I can't. VS No
It can often be difficult to _ an invitation from a friend. Saying ""No"" would be impolite. It's a good idea to say,""I'm afraid I can't."" if you have to say no to an invitation.
Would you mind...? VS Stop it!
If someone is doing something rude, would you like them to stop? You shouldn't say, ""Stop talking on your phone in the cinema!"" You can say, ""Would you mind not using your phone in the cinema, please?""",D,"If you don't want to go to your friend's birthday party, you may say,""  _  "".","[""I'm busy"" ""No, I don't."" 'I have no interest.' ""I'm afraid I can't.""]","If you don't want to go to your friend's birthday party, you may say quickly, ""  _  "".",A,viewpoint_shift,low
middle790.txt,"We have twenty minutes' break time after the second class in the morning.  Look!  Most of us are playing during the break time. Some students are on the playground . They are playing basketball. Oh! A boy is running with the ball.  And another is stopping  him. They look so cool. And there are some girls watching the game. Some students are in the classroom. They are talking.  A few of them are reading and doing homework. Look! A girl is looking at the birds in the tree in front of the classroom. She must be thinking of something interesting because she is smiling .
What are the teachers doing? Some of them are working in the office. And some are talking with students. Everyone is doing his or her things, busy but happy!",A,A girl is looking at the birds. She is   _   .,['happy' 'cool' 'interesting' 'exciting'],A girl is looking at the birds. She is   _   about them.,D,viewpoint_shift,low
middle790.txt,"We have twenty minutes' break time after the second class in the morning.  Look!  Most of us are playing during the break time. Some students are on the playground . They are playing basketball. Oh! A boy is running with the ball.  And another is stopping  him. They look so cool. And there are some girls watching the game. Some students are in the classroom. They are talking.  A few of them are reading and doing homework. Look! A girl is looking at the birds in the tree in front of the classroom. She must be thinking of something interesting because she is smiling .
What are the teachers doing? Some of them are working in the office. And some are talking with students. Everyone is doing his or her things, busy but happy!",A,What are the teachers doing?,"['Working or talking with students.' 'Having a basketball game.'
 'Playing with the students.' 'Looking at the birds.']",What are the teachers doing during the break?,C,viewpoint_shift,low
middle790.txt,"We have twenty minutes' break time after the second class in the morning.  Look!  Most of us are playing during the break time. Some students are on the playground . They are playing basketball. Oh! A boy is running with the ball.  And another is stopping  him. They look so cool. And there are some girls watching the game. Some students are in the classroom. They are talking.  A few of them are reading and doing homework. Look! A girl is looking at the birds in the tree in front of the classroom. She must be thinking of something interesting because she is smiling .
What are the teachers doing? Some of them are working in the office. And some are talking with students. Everyone is doing his or her things, busy but happy!",B,There are   _   students in the classroom.,['no' 'some' 'few' 'many'],There are   _   students in the classroom at break time.,A,viewpoint_shift,low
middle790.txt,"We have twenty minutes' break time after the second class in the morning.  Look!  Most of us are playing during the break time. Some students are on the playground . They are playing basketball. Oh! A boy is running with the ball.  And another is stopping  him. They look so cool. And there are some girls watching the game. Some students are in the classroom. They are talking.  A few of them are reading and doing homework. Look! A girl is looking at the birds in the tree in front of the classroom. She must be thinking of something interesting because she is smiling .
What are the teachers doing? Some of them are working in the office. And some are talking with students. Everyone is doing his or her things, busy but happy!",C,The passage is mainly about   _   .,['students' 'a basketball game' 'break time activities' 'teachers'],The passage is mainly about   _   at school.,A,viewpoint_shift,low
middle4917.txt,"Do you know the phrase ""Weibo Addicts""  ? Do you write a Weibo? If you don't, you are ""out""!
Weibo means microblog. People may spend much time writing a blog, but it takes a little time to write a microblog. Why? Because every message on a microblog is less than 140 words.
Microblog started in the USA. It came to China in 2009 and it grows very fast. In 2011, the number of Chinese micro-bloggers grew to 300 million. People write microblogs for many reasons. For many microblog users, it is a great way of learning the freshest news, talking with friends and sharing different kinds of information, including news, everyday life, pictures, music, videos and so on.
It is easy and fast to send a message on a microblog. However, this can also bring problems and even panic  . For example, when the big earthquake and tsunami   hit Japan in March, 2011, messages like ""Salt can help people fight radiation  "" were hot on microblogs. Then a crazy buying of salt followed. Later people knew it was just a rumor  .
In a word, microblog plays a new part in the life of Chinese people.",C,What is NOT an advantage   of Weibo?,"['It is short but carries many meanings.'
 'It can help us learn the latest news.' 'It can send rumors.'
 'It is easy to use.']",What is NOT an advantage   of Weibo for most users?,B,viewpoint_shift,low
middle4917.txt,"Do you know the phrase ""Weibo Addicts""  ? Do you write a Weibo? If you don't, you are ""out""!
Weibo means microblog. People may spend much time writing a blog, but it takes a little time to write a microblog. Why? Because every message on a microblog is less than 140 words.
Microblog started in the USA. It came to China in 2009 and it grows very fast. In 2011, the number of Chinese micro-bloggers grew to 300 million. People write microblogs for many reasons. For many microblog users, it is a great way of learning the freshest news, talking with friends and sharing different kinds of information, including news, everyday life, pictures, music, videos and so on.
It is easy and fast to send a message on a microblog. However, this can also bring problems and even panic  . For example, when the big earthquake and tsunami   hit Japan in March, 2011, messages like ""Salt can help people fight radiation  "" were hot on microblogs. Then a crazy buying of salt followed. Later people knew it was just a rumor  .
In a word, microblog plays a new part in the life of Chinese people.",D,People usually don't share their   _   on Weibo?,['videos.' 'music.' 'pictures.' 'secrets.'],People usually don't share their   _   on Weibo in public.,A,viewpoint_shift,low
middle4917.txt,"Do you know the phrase ""Weibo Addicts""  ? Do you write a Weibo? If you don't, you are ""out""!
Weibo means microblog. People may spend much time writing a blog, but it takes a little time to write a microblog. Why? Because every message on a microblog is less than 140 words.
Microblog started in the USA. It came to China in 2009 and it grows very fast. In 2011, the number of Chinese micro-bloggers grew to 300 million. People write microblogs for many reasons. For many microblog users, it is a great way of learning the freshest news, talking with friends and sharing different kinds of information, including news, everyday life, pictures, music, videos and so on.
It is easy and fast to send a message on a microblog. However, this can also bring problems and even panic  . For example, when the big earthquake and tsunami   hit Japan in March, 2011, messages like ""Salt can help people fight radiation  "" were hot on microblogs. Then a crazy buying of salt followed. Later people knew it was just a rumor  .
In a word, microblog plays a new part in the life of Chinese people.",D,What does Para. 2 mainly talk about?,"['How to use Weibo.' 'Why Weibo is so popular.' 'Who is using Weibo.'
 'What Weibo is.']",What does Para. 2 mainly talk about in this passage about Weibo?,B,viewpoint_shift,low
middle5579.txt,"More and more people around the world are joining in dangerous sports. Some people climbed the highest mountains; some traveled into unknown parts of the world; some sailed small boats across the largest sea. Now some people begin to look for new excitement.
Bungee jumping   and motorcycle racing   are quite dangerous sports. Bungee jumping only lasts for a few minutes or even seconds. You jump from a high place, about 200 meters above the ground, and there is a rubber band   tied to your legs. When you jump down, the rubber band pulls you up. About 2,000,000 people around the world have tried bungee jumping.
Why do people join in these dangerous sports? Some scientists say that it is because modern life has become safe and it is not interesting. In the past, people lived in danger. They had to go out and look for food, and life was like a fight but was interesting.
Many people think that there is little excitement in life. They live and work in safe places, buy food in shops, and there are doctors and hospitals to look after them if they become ill.
,.",B,_   is not a dangerous sport.,"['Climbing the highest mountains' 'Playing table tennis'
 'Traveling into unknown parts of the world'
 'Sailing small boats across the largest sea']",_   is not a dangerous sport if you do it in a normal way.,C,viewpoint_shift,low
middle5579.txt,"More and more people around the world are joining in dangerous sports. Some people climbed the highest mountains; some traveled into unknown parts of the world; some sailed small boats across the largest sea. Now some people begin to look for new excitement.
Bungee jumping   and motorcycle racing   are quite dangerous sports. Bungee jumping only lasts for a few minutes or even seconds. You jump from a high place, about 200 meters above the ground, and there is a rubber band   tied to your legs. When you jump down, the rubber band pulls you up. About 2,000,000 people around the world have tried bungee jumping.
Why do people join in these dangerous sports? Some scientists say that it is because modern life has become safe and it is not interesting. In the past, people lived in danger. They had to go out and look for food, and life was like a fight but was interesting.
Many people think that there is little excitement in life. They live and work in safe places, buy food in shops, and there are doctors and hospitals to look after them if they become ill.
,.",B,"In bungee jumping, you   _  .","['jump up as high as you can'
 'jump down with a rubber band tied to your legs'
 'jump down without a rubber band' 'jump to the ground']","In bungee jumping, you   _  , which sounds very scary.",C,viewpoint_shift,low
middle5579.txt,"More and more people around the world are joining in dangerous sports. Some people climbed the highest mountains; some traveled into unknown parts of the world; some sailed small boats across the largest sea. Now some people begin to look for new excitement.
Bungee jumping   and motorcycle racing   are quite dangerous sports. Bungee jumping only lasts for a few minutes or even seconds. You jump from a high place, about 200 meters above the ground, and there is a rubber band   tied to your legs. When you jump down, the rubber band pulls you up. About 2,000,000 people around the world have tried bungee jumping.
Why do people join in these dangerous sports? Some scientists say that it is because modern life has become safe and it is not interesting. In the past, people lived in danger. They had to go out and look for food, and life was like a fight but was interesting.
Many people think that there is little excitement in life. They live and work in safe places, buy food in shops, and there are doctors and hospitals to look after them if they become ill.
,.",A,Which is NOT true?,"[""Everyone's life is interesting.""
 'Many people live and work in safe places.'
 'Many people buy food in shops.'
 'People can go to see the doctors when they become ill.']",Which is NOT true about people's lives now according to the passage?,B,viewpoint_shift,low
middle3878.txt,"October is getting closer and it also means that the year of 2014 is coming to an end. ""Hooray! It's a holiday!"" While you are thinking of putting textbooks aside and playing video games, let's take a look at what children in other continents usually do during their holidays.
Children in America don't have much homework to do. They keep themselves busy by playing camp games. A parent says, ""My daughter Shirley usually attends different camps. We don't ask her to spend plenty of time on maths problems or spelling tests.""
Children in Australia take partin activities on over twenty different themes  . They learn painting, dancing, singing, history, culture and so on. Parents can _ their kids to enjoy the learning process and to build a closer relationship with them.
These are what African kids do: build a boat, have a camel race, make a drum and make a rag   football. Don't you think it is interesting that kids in other places have no idea how to make a drum, but kids in Africa do?
Plan your holiday well and try what you want to try. Make a good plan and you will have a lot of fun.",B,Where does Shirley come from?,['Asia.' 'America.' 'Australia.' 'Africa.'],"Where does Shirley come from, the girl who writes about holiday camps?",C,viewpoint_shift,low
middle3878.txt,"October is getting closer and it also means that the year of 2014 is coming to an end. ""Hooray! It's a holiday!"" While you are thinking of putting textbooks aside and playing video games, let's take a look at what children in other continents usually do during their holidays.
Children in America don't have much homework to do. They keep themselves busy by playing camp games. A parent says, ""My daughter Shirley usually attends different camps. We don't ask her to spend plenty of time on maths problems or spelling tests.""
Children in Australia take partin activities on over twenty different themes  . They learn painting, dancing, singing, history, culture and so on. Parents can _ their kids to enjoy the learning process and to build a closer relationship with them.
These are what African kids do: build a boat, have a camel race, make a drum and make a rag   football. Don't you think it is interesting that kids in other places have no idea how to make a drum, but kids in Africa do?
Plan your holiday well and try what you want to try. Make a good plan and you will have a lot of fun.",A,What is the purpose of this passage?,"['To advise kids to make holiday plans.'
 'To introduce some good holiday camps.'
 'To encourage kids to make friends with parents.'
 'To show the importance of doing homework during holidays.']",What is the purpose of this passage for the kids who read it?,B,viewpoint_shift,low
middle4890.txt,"Mike is seven and begins to go to school this week . It's Sunday . His mother Mrs. Smith doesn't go to work. Mike wants to go to the zoo. He gets up at six thirty and asks his mother to take him there. After breakfast they go to the bus stop. They want to take a No.3 bus to the  zoo .
""Look ,Mummy!"" the boy is calling out, ""A NO.3 bus is coming !""
""No, dear"" Mrs. Smith is saying ,""It isn't No.3 It's No.21.""
""You're wrong, Mummy, ""Mike is saying. ""My teacher says two and one is three !""",A,Mrs. Smith and her son want to go to the zoo by  _  .,['bus' 'bike' 'boat' 'plane'],Mrs. Smith and her son want to go to the zoo by  _  from the bus stop.,B,viewpoint_shift,low
middle4890.txt,"Mike is seven and begins to go to school this week . It's Sunday . His mother Mrs. Smith doesn't go to work. Mike wants to go to the zoo. He gets up at six thirty and asks his mother to take him there. After breakfast they go to the bus stop. They want to take a No.3 bus to the  zoo .
""Look ,Mummy!"" the boy is calling out, ""A NO.3 bus is coming !""
""No, dear"" Mrs. Smith is saying ,""It isn't No.3 It's No.21.""
""You're wrong, Mummy, ""Mike is saying. ""My teacher says two and one is three !""",B,Who is wrong ?,"['The teacher' 'Mike' 'His mother' 'A, B and C']",Who is wrong about the bus number?,D,viewpoint_shift,low
middle3702.txt,"One day a farmer went out for a walk with his daughter. The farmer put on a pair of wrong shoes-one with a thick sole  and the other with a thin one. So as he began to walk, he felt very uncomfortable. When he was just out of the house, he turned to his daughter and said, ""Why should one of my legs be longer than the other today?""
The daughter looked at his father's legs carefully as he was walking, and then laughed, ""Oh, no, Daddy, your legs are all right. You have put on the wrong shoes.""
The farmer was very happy to hear that and said to himself, ""What a clever daughter I have got!"" Then he asked his daughter to go back and get the other pair of shoes for him.
The farmer had only two pairs of shoes.
When the daughter ran back to the house, she found that the other pair was also a pair of wrong shoes.
She had to return to his father with nothing in her hands and said out of breath, ""It's no use changing them, Daddy! The shoes at home were not a pair, either!""",A,"When the farmer went out for a walk with his daughter, he put on a pair of   _   shoes.",['wrong' 'comfortable' 'old' 'new'],"When the farmer went out for a walk with his daughter, he put on a pair of   _   shoes by mistake.",B,viewpoint_shift,low
middle4360.txt,"Long long ago, there were three tortoises .  They were friends.
One of them was a large tortoise, one was a medium-sized tortoise and the third was a small tortoise.
One day they went into a restaurant and ordered some cakes. While(......) they were waiting for the cakes, they remembered that they didn't bring any money.
""Hey, we forgot to bring money to pay for our cakes,"" the big tortoise said.
""The little tortoise can go home and get it,"" the medium-sized tortoise said. ""He's the youngest, so he should be the one to go.""
The little tortoise wasn't very happy, but he knew he shouldn't argue with his elders, so he said, ""All right, I'll go. But you must promise  not to eat my cake while I'm away.""
The large tortoise and the medium-sized tortoise agreed, and the little tortoise left for home to get some money.
A few days later, the big tortoise said to the medium-sized tortoise, ""Let's eat the little tortoise's cake. I'm hungry again.""
""So am I,"" the medium-sized tortoise said, and reached for the cake.
As she did so, the little tortoise shouted from near the door of the restaurant, ""If you touch  my cake, I won't go and get the money!""
, .",B,The three tortoises   _  .,"[""didn't know each other"" 'knew each other' 'lived in a restaurant'
 'were very poor']",The three tortoises   _  before they went into the restaurant.,C,viewpoint_shift,low
middle4360.txt,"Long long ago, there were three tortoises .  They were friends.
One of them was a large tortoise, one was a medium-sized tortoise and the third was a small tortoise.
One day they went into a restaurant and ordered some cakes. While(......) they were waiting for the cakes, they remembered that they didn't bring any money.
""Hey, we forgot to bring money to pay for our cakes,"" the big tortoise said.
""The little tortoise can go home and get it,"" the medium-sized tortoise said. ""He's the youngest, so he should be the one to go.""
The little tortoise wasn't very happy, but he knew he shouldn't argue with his elders, so he said, ""All right, I'll go. But you must promise  not to eat my cake while I'm away.""
The large tortoise and the medium-sized tortoise agreed, and the little tortoise left for home to get some money.
A few days later, the big tortoise said to the medium-sized tortoise, ""Let's eat the little tortoise's cake. I'm hungry again.""
""So am I,"" the medium-sized tortoise said, and reached for the cake.
As she did so, the little tortoise shouted from near the door of the restaurant, ""If you touch  my cake, I won't go and get the money!""
, .",D,The little tortoise   _  .,"[""didn't mind getting the money"" ""couldn't find the money""
 'wanted to share his cake' 'agreed to get the money']",The little tortoise   _  after hearing the other two tortoises.,A,viewpoint_shift,low
middle251.txt,"What does it feel like to break a bone  ? It's different for everyone, but the pain is often sharp  . If the break is small, however, the person may not feel much pain at all. If you think that you or someone else has broken a bone, the most important things to do are to stay calm, make the hurt person comfortable, and call the doctor. Do not move the injured body part since movement could make it worse.
To treat the break, the doctor will need to take an X-ray. This gives the doctor the information he or she needs to set   the bone: to put it back to its normal place. If the bone is large or it is broken in more than one place, the doctor may need to use metal pins   to set it. After the bone has been set, the next step is usually putting on a cast, the special, hard thing that will keep the bone in place for a month or two.
Your bones are excellent at healing themselves. Broken bones will produce many new cells   and tiny blood vessels  . These cover both ends of the broken part, and close up the break until the bone is as whole and strong as before.",D,Which of the following is the best title for the passage?,"['How to Know if a Bone is Broken' 'How Broken Bones Heal Themselves'
 'Common Causes   of Broken Bones'
 'What You Should Know about Broken Bones']",Which of these titles would best fit the part of the passage you¡¯d pay attention to first when facing a possible bone-related injury?,A,viewpoint_shift,low
