example_id,article,answer,question,options,modified_question,target_wrong_choice,strategy_type,strategy_risk
middle2788.txt,"Do you have a headache? Take an aspirin or eat bird brains. Do you want beautiful skin? Use skin cream or eat pearls. Is your hair turning gray? Color your hair or eat black rice.
""Eat bird brains, pearls, and black rice?"" some people ask. ""How strange!"" But for many Chinese people, bird brains, pearls, and black rice are not strange things to eat. Instead, they are good medicines.
Food that people use for medicines is called medical  food. The Chinese have eaten medicinal food and spices  for centuries. Ginger, for example, is a common spice in Chinese cooking. Ginger gives food a nice flavor. The Chinese began to use ginger many years ago. They used ginger not because it tasted good. They used ginger because it was medicinal. Ginger, they thought, was good for the digestion. It also helped people who had colds. Pepper and garlic, too, were probably medicines a long time ago.
Some people don't believe that food and spices are good medicines. They want to buy their medicine in drugstores, not in supermarkets. Other people want to try medicinal food. They say, ""Maybe medicinal food can't help me. But it can't hurt me, either.""
People can try medicinal food at a Chinese restaurant in San Francisco, California. The restaurant serves medicinal food. The menus at the restaurant have a list of dinners. Next to each dinner there is information about the food. The information helps people order ""Queen's Secret,"" for example, is one dinner at the restaurant. This dinner has meat from chickens with black feathers. It is for women who want to look young.",A,What can we infer   according to the passage?,"['More foreigners will learn more about medicinal food.'
 'All the Chinese will believe black rice stops hair turning gray.'
 'Ginger will be more and more popular in China.'
 'Medicinal food will be sold in drugstores and supermarkets.']",What can we infer   according to the passage about the future of medicinal food?,D,time_shift,medium
middle6206.txt,"Here are some ideas for learning English well.
You are like a new baby.
Babies learn their language slowly, First they learn to listen .Then they learn to talk .Finally , they can read and talk.
Listen to English every day
Listen to English radio , watch English TV, go to see English movies or use online lessons.
Practise the conversations
Make up conversations and practise the conversations .You'd better use beginner textbooks.
Reading English stories
Start with children's storybooks .Try to read stories for ESL readers , Read ads and so on ,Try English Club.com for young learners.
Write down new words
Start a new word notebook.Write words in _ (A...B...C)Make some sentences.Try to use an English-English dictionary.
Keep an English diary
Start with one sentence.Like how do you feel? What did you do today?Write another sentence tomorrow.",A,How do babies learn their languages?,['Slowly' 'Quickly' 'Loudly' 'Quietly'],How do babies learn their languages at the very beginning?,B,time_shift,medium
middle6206.txt,"Here are some ideas for learning English well.
You are like a new baby.
Babies learn their language slowly, First they learn to listen .Then they learn to talk .Finally , they can read and talk.
Listen to English every day
Listen to English radio , watch English TV, go to see English movies or use online lessons.
Practise the conversations
Make up conversations and practise the conversations .You'd better use beginner textbooks.
Reading English stories
Start with children's storybooks .Try to read stories for ESL readers , Read ads and so on ,Try English Club.com for young learners.
Write down new words
Start a new word notebook.Write words in _ (A...B...C)Make some sentences.Try to use an English-English dictionary.
Keep an English diary
Start with one sentence.Like how do you feel? What did you do today?Write another sentence tomorrow.",A,What kind of books do we start to read when learning English?,"[""Children'storybooks"" ""Children's textbooks"" ""Children's picture books""
 ""Children's music books""]",What kind of books do we start to read first when learning English?,B,time_shift,medium
middle5284.txt,"When he was a teenager, Hunter Adam was very unhappy and he spent many years in a special hospital for people with mental health problems.
When he left the hospital, Adam decided to become a doctor, so he went to a medical school in Virginia, USA. But when he was there, he did things in a different way. For example, he didn't like the doctor's white coats, so he wore shirts with flowers on them when he visited his patients and he tried to make them laugh. The doctors at the medical school didn't like Adams because he was too different.
But Adams believed that people in hospital need more than medicine. He saw unhappy and lonely people, and he tried to help them as patients, but as people too. He spent a lot of time with children in the hospital and often dressed up like a clown to make the children laugh
When he finished medical school and become a doctor, Adams opened his own hospital, called ""the Gusundheit Institute"",together with some other doctors. They wanted it to be a place with a different way of working with sick people.
Hunter Adams became famous during the 1980s, and in 1988, Universal Pictures made a film about his life. It was very successful. In the film, Robin Williams played Adams. Williams said,:""hunter is a really warm person, who believes that patients need a doctor who is a friend. I enjoyed playing him.""",C,When did Adams have mental health problems?,"['after he left medical school' 'during the 1980s'
 'When he was a teenager boy' 'after the film came out']",When did Adam draw public notice over issues connected to his personal state of being?,B,time_shift,medium
middle3545.txt,"Once a traveller came into a village which was suffering from hunger. The villagers asked him to leave, for they feared he wanted them to give him food. They told him that there was no food. The traveller explained that he didn't need any food and that, in fact, he was planning to make a soup to share with them instead. The villagers watched suspiciously as he built a fire and filled a pot with water With great ceremony , he pulled a stone from a bag, and dropped the stone into the pot of water. After a moment, he smelt the soup and shouted with excitement, ""How delicious the soup is!"" As the villagers began to show interest, he mentioned how good the soup would be with just a little cabbage in it. A villager brought out a cabbage to share. This episode  repeated itself until the soup had cabbage, carrots, onions, and beets--indeed, a full pot of soup that could feed everyone in the village was ready. This story describes when there are not enough resources , humans will store things. We do not want to share. The story of stone soup helps us realize that, in doing so, we often prevent ourselves and everyone else from having a feast .The meaning of this story goes far beyond food. We keep to ourselves ideas, love, and energy, thinking we will be richer, but in fact we make the world, and ourselves, poorer. The traveller was able to see that the villagers were holding back, and he had the ability to inspire  them to give. In this way, they created a large meal that none of them could have created alone. Are you like one of the villagers? If you come forward and share your gifts, you will inspire others to do the same. The reward is a feast that can feed many.",B,The traveller put a stone into the pot in order to .,"['teach the villagers to cook a soup with stone'
 'inspire the villagers to bring out their own food'
 ""prove to the villagers that he didn't want their food""
 'help villagers to survive by giving them some food']",The traveller put a stone into the pot in order to   _   at the beginning.,A,time_shift,medium
middle7023.txt,"Mr. and Mrs. Green lived in a big city. One summer they went to the country for their holiday. They enjoyed it very much because it was a quiet, clean place.
One day they went for a walk early in the morning and met an old man. He lived on a farm, and he was sitting in the warm sun in front of his house. Mr. Green asked him, ""Do you like to live in this quiet place?""
The old man said, ""Yes, I do.""
Mr. Green then asked, ""What are the good things about it?""
The old man answered, ""Well, the people here know each other. They often come and visit me, and I often go and visit them. And there are also many children here."" Mr. Green said, ""That's interesting, and what are the bad things?""
The old man thought for a moment and then said, ""Well, the same things, really.""",B,Mr. and Mrs. Green went to the country   _  .,"['to see the old man' 'to spend their holiday' 'to see the quiet place'
 'to have a walk']",Mr. and Mrs. Green went to the country   _   that summer.,D,time_shift,medium
middle7023.txt,"Mr. and Mrs. Green lived in a big city. One summer they went to the country for their holiday. They enjoyed it very much because it was a quiet, clean place.
One day they went for a walk early in the morning and met an old man. He lived on a farm, and he was sitting in the warm sun in front of his house. Mr. Green asked him, ""Do you like to live in this quiet place?""
The old man said, ""Yes, I do.""
Mr. Green then asked, ""What are the good things about it?""
The old man answered, ""Well, the people here know each other. They often come and visit me, and I often go and visit them. And there are also many children here."" Mr. Green said, ""That's interesting, and what are the bad things?""
The old man thought for a moment and then said, ""Well, the same things, really.""",B,Mr. and Mrs. Green took a walk   _  .,"['in the afternoon' 'early in the morning' 'after breakfast'
 'in the evening']",Mr. and Mrs. Green took a walk   _   when they met the old man.,A,time_shift,medium
middle6965.txt,"As kids, we learn how to write, maybe play a musical instrument and draw. So why don't we learn to code   computer programs too? What coding has in common with writing, playing music and creating art is that it lets you bring your ideas to life. Coding is all about creativity and music and creating art Crearbing with code CoderDojo helps young perople around the world to learn computer  programming for free. When I went to my first CoderDojo class in Dublin City University in Ireland, at age nine, I didn't know anything about coding or even what it was. But I remember making my very first web page that first day, and being surprised that I could create such a thing. It was a great feeling that I think every young person should experience!
By going to CoderDojo every week, I learned how to make websites, apps and games. One of my apps is called Auto-Journalist. It can help journalists   and interwewees do interviews even if they are both really busy or live in different time zones. It is still in development, and I have showed it at an event called Coolest Projects Awards, where young people get to show the public what they have created with code. It's so mucbt fun to share one's creations, and to see what everyone else has made too.
Learnuing environment
For the past three years I have also been helping to teach other young people at CoderDojo DCU. In recent years I have also noticed many more girls attending CoderDojo DCU to try out coding. This has a lot to do with the CoderDojo girls' classes -- girls and young women take part in it with their friends, and it doesn't feel like coding is a ""boy thing"". It is really wonderful to see this, because we need more girls and women in STEM ( Science, Technology, Engineering and Maths). It's a good way to leam more about technology.
Start early
One of the main things I have leamed in the last few years is that coding is not only for adults, coding is for young people, too. And when you are a child it is a great time to start coding, because your imagination is the limit for what you can create !
Want to leam more? Find out if there is a CoderDojo near you at www. coderdojo. com or set one up yourself! Also check out Code. org which has lots of fun drag-and-drop coding games.",A,Why do more girls begin to leam coding?,"['There are coding classes for girls.'
 'Girls want to learn a ""boy thing"".' 'There are more girls in STEM.'
 'Girls can meet cool boys there.']",Why do more girls begin to learn coding in recent years?,B,time_shift,medium
middle139.txt,"Once upon a time, there was an island where all the feelings lived: Happiness, Sadness, Knowledge, and all of the others, including Love. One day the feelings were told that the island would sink, so all built boats and left, except Love. Love was the only one who stayed. Love wanted to hold out  until the last possible moment.
When the island had almost sunk, Love decided to ask for help.
Richness was passing by Love in a big boat. Love said, ""Richness, can you take me with you?""
Richness answered, ""No, I can't. There is a lot of gold and silver in my boat. There is no place here for you.""
Love decided to ask Vanity  who was also passing by in a beautiful ship.""Vanity, please help me!""
""I can't help you, Love. You are all wet and might damage  my boat, ""Vanity answered.
Sadness was close by so Love asked, ""Sadness, let me go with you.""
""Oh...Love, I am so sad that I need to be by myself!""
Happiness passed by Love, too, but she was so happy that she did not even hear when Love called her.
Suddenly, there was a voice, ""Come, Love, I will take you.""It was an elder. So thankful and happy, Love even forgot to ask the elder where they were going. When they arrived at dry land, the elder went her own way. Realizing how much was owed  the elder, Love asked Knowledge, another elder, ""Who helped me?""
""It was Time, ""Knowledge answered.
""Time?""asked Love.""But why did Time help me?""
Knowledge smiled with deep wisdom  and answered, ""Because only Time is able to understand how valuable Love is.""",C,How many feelings did Love ask for help but failed?,['2.' '3' '4' '5'],How many feelings did Love ask for help but failed before Time came?,B,time_shift,medium
middle6795.txt,"My friend Tom is a schoolboy. Everyone likes him very much because he is kind. He likes to help people. He is a smart boy and he can play many musical instruments . After school, when he is with his friends, he often plays musical instruments for them. On weekends, he is free and he always goes to the old people's home. He plays the violin and the guitar to make them happy. He thinks it's interesting and fun.
Today is February 28th. It's Tom's birthday. He has a big and interesting party at home. Many friends come to his party. Tom's mother cooks a lot of food for them. Everyone gives a beautiful gift to him. Sally gives him an English dictionary because Tom also likes English. Bob gives Tom a guitar because he likes playing the guitar very much. At the party, Tom plays the guitar and he also plays the piano. We sing many songs and play some interesting games. We have a good time today.",D,What does Tom always do on weekends?,"['He plays with his friends.' 'He has birthday parties.'
 'He plays the piano.' 'He plays musical instruments for the old people.']",What does Tom usually like to do after school on weekdays?,A,time_shift,medium
middle2790.txt,"Do you know the story about Vince? It was a true story. Vince was an English boy and he was eight years old. He didn't like soap or water. Three or four times a day his mother said to him, ""Vince, your hands are very dirty again."" Go and wash them. "" But Vince never washed them well. He only put his hands in the water for a few seconds and then took them out again.
Vince's uncle and aunt lived in another city. One day they came to stay with Vince's parents, and they brought their small son, Toby, with them. Toby was seven years old and he didn't like soap or water, either. The boys sat with their parents for a few minutes and then they went outside. When they were playing, Vince looked at Toby's hands and then went back to Toby's parents and said proudly  , ""Toby's hands are dirtier than mine, ""
""Of course they are,""Toby said angrily. ""You are one year older than I am, """,B,Vince's hands were a little  _   than Toby's.,['dirtier' 'cleaner' 'bigger' 'smaller'],"At the beginning of the visit, before the boys went out to play, Vince's hands were a little  _   than Toby's.",A,time_shift,medium
middle7429.txt,"Victory Bacelis is a California immigrant who grew up in a poor village in Mexico. He is used to working hard. He works more than 90 hours a week at three different jobs, including McDonal's. He is saving up to buy a house.
One day, while Victory was cleaning the floor at McDonal's, he found an envelope and picked it up. There was $612 in it. He called the police to report the lost money. The police couldn't find the owner, so they gave the money back to Victory.
Then Victory read a story in the newspaper about Adrian Snadoval, a baby who was very sick. Victory decided to give the money away to help pay for the baby's operation. Victory truly has a heart of gold.",A,How did Victory deal with the money finally?,"['He gave it away to a very sick baby.' 'He kept it himself.'
 'He gave it back to the owner.' 'He gave it to the police.']","At first, when Victory found the envelope of money on the floor at McDonald's, what did he do with it?",D,time_shift,medium
middle4395.txt,"It?s always hard to say goodbye to someone you love. In Washington DC, US, local   zoo-goers are sad about the news that their superstar panda Tai Shan is going to leave the National Zoo.
At a morning meeting on December 4, zoo director  Steven Montfort said that the black-eared bear would be going off to China sometime over the winter, under an agreement with the Chinese government.
Tai Shan, whose name means ""peaceful mountain,"" was born at the DC zoo on July 9, 2005. He has been loved by zoo-goers since his first public show in December of that year.
But under the agreement that brought his mother, Mei Xiang, and father, Tian Tian, to the zoo from China, all three belong to   China.
Tai Shan should have been returned to China when he was 2. But China gave him two extensions   to stay at the National Zoo. Tai is old enough to breed  . So it?s time for him to come back to China and join a program to try to increase the panda population.
The National Zoo has tried to breed Mei Xiang a few times since Tai Shan was born, without success. Montfort said the zoo would try again soon in the hope of producing another baby panda. ""We?re hopeful every year,"" he said.",A,We can tell from the passage that   _  .,"['Tai Shan and his parents belong to China'
 'Tai Shan first appeared in public in 2006'
 ""Tai Shan's parents will be sent to China""
 ""Tai Shan belongs to the US because it's born there""]",We can tell from the passage that in the future   _  .,C,time_shift,medium
middle2387.txt,"Jim, a successful businessman, told the experience of his childhood.
When he was 12, his parents died. He was alone and didn't get on well with others. People always laughed at him. No one showed kindness to him.
His only friend was a dog named Tiger. He gave his dog enough to eat and drink, but sometimes he was not polite to it. He didn't know that an unkind word sometimes could cut one's heart like a knife.
One day as he walked down the street, a young lady was walking in front of him. Suddenly one of her bags dropped from her arms. As she stopped to pick it up, she dropped other bags. He came to help her. ""Thank you, dear! You are a nice little boy!"" she said kindly, smiling.
A special feeling came to him. These were the first kind words he had ever heard. He watched her until she went far away, and then he whistled to his dog and went directly to the river nearby.
""Thank you, dear! You are a nice little boy"" he repeated the woman's words. Then in a low voice he said to his dog, ""You are a nice little dog!"" Tiger raised its ears as if it understood.
""Unum! Even a dog likes it!"" he said. ""Well, Tiger, I won't say unkind words to you any more."" Tiger waved its tail happily.
The boy thought and thought. Finally he looked at himself in the river. He saw nothing but a dirty boy. He washed his face carefully. Again he looked. He saw a clean nice boy. He was amazed. From then on, he had a new life.
After telling this, the businessman stopped for a while, and then he said, ""Ladies and gentlemen, this is the very place where that kind woman planted in me the first seed of kindness. All of us should learn about kindness. What a great power it has!""",D,He was feeling  _  when he whistled to his dog.,['funny' 'sad' 'lonely' 'excited'],"Before he met the young lady that day, he was feeling  _   when he whistled to his dog.",C,time_shift,medium
middle7598.txt,"Chinese writer Mo Yan won the Nobel Prize in Literature in 2012. Mo, who was born in 1955 from a farmer's family in Gaomi county in Shandong Province, is the first person in China to win the Nobel Prize in Literature. In his early years, life was not easy and he experienced hunger. These things have influence Mo Yan's later writings.
Park Geun-hue is 64 years old this year. She was selected the new President of South Korea in December, 2012. She is the country's first female head of state and her term will last five years from 2013. ""I will become a president who puts people's living before anything else,"" she told the cheering people in central Seoul as she accepted her win. ""I will keep my promises.""
Barack Obama (born in Honolulu, Hawaii in 1961), who was elected the 44th President of the United States in 2008, has been elected again to a second term. Obama is a graduate of Columbia University and Harvard Law School. His father was from Kenya. And his mother was born in Wichita, Kansas.",A,When was Park Geun-hue born?,['In 1952.' 'In 1955.' 'In 1961.' 'In 1987.'],"What birth year is linked to the Chinese Nobel Prize winner in the passage, which people might mix up with Park Geun-hue's birth year?",B,time_shift,medium
middle6765.txt,"The first time I went abroad was when I went to London. It was in the summer holidays about five or six years ago and I went with three friends. The plane and train were quite expensive, so we decided to travel by coach. We left at five o'clock in the morning and the journey to London took about sixteen hours but we didn't mind: we were all very excited because for all four of us it was our first time away from home.
We stayed in London for three days, in a youth hotel not far from the centre. While we were there, we walked a lot. First, we went to see all the famous sites--Big Ben, Piccadilly Circus, Buckingham Palace, then we went shopping in Oxford Street. On the last morning my friends stayed in bed late, but I got up early and went to Camden Market. You can buy all kinds of jewelry and clothes there, and I bought a silver ring for my sister. It was really hot in the afternoon, so we went to Hyde Park for a game of football. Unfortunately, I think the ring fell out of my pocket during the game, because I couldn't find it when I got on the coach that evening!
I've been back to London several times since then, but I don't think I'll ever feel as excited as I did that first time.",B,When did the wrier think he lost the silver ring he bought for his sister?,"['When they went shopping in Oxford Street.'
 'When they played football in Hyde Park.'
 'When he got on the coach that evening.' 'When he got back to London.']",When did the writer at last find out that the silver ring he bought for his sister was missing?,C,time_shift,medium
