example_id,article,answer,question,options,modified_question,target_wrong_choice,strategy_type,strategy_risk
middle2523.txt,"Joe, an outgoing girl, is from a rich family. Therefore she can afford almost everything. But Joe's parents are too busy to spend enough time with her, which makes Joe more than lonely. So, she always goes to WeChat. On WeChat, she can do a lot of things like buying things, reading articles, and making friends with those she either knows or not.
She uses the name Linda on WeChat and has made a lot of friends there. Last year Joe made a foreign friend on WeChat. Her name was Catherine and she lived in Sydney. Catherine once sent a picture of ""herself"": a tall, good-looking young woman with big eyes. Catherine and Joe were both interested in rock music and modern dance. So, they liked each other very much.
When Joe's father told her that he was meeting a client in Sydney this summer, she went with him to give Catherine a surprise for her birthday. When Joe came to Catherine's house in Sydney, she found that her foreign ""girlfriend"" was a ten-year-old boy named Jim! What a surprise!",B,Joe spends time on WeChat to  _  .,['make friends' 'kill time' 'read articles' 'buy things'],"When someone uses a social app for various activities because they feel lonely, it¡¯s common to view these actions as just a way to pass empty moments. What does Joe spend time on WeChat to do?",A,common_belief,low
middle7854.txt,"Mary is an English girl, but she lives  in China. She is six. Her mother says to her, ""You are six now, Mary, and you are going to school. I think it is very good. It's a nice school.""
""Is it a Chinese school?"" Mary asks.
""Yes, it is."" Her mother says.
It is September and the new school year begins. Mary goes to school every day. She likes her lessons and her classmates  very much. Her classmates like her, too. Mary can speak a little Chinese. She likes China. She likes the people of China and Chinese food very much.
,.",D,Mary lives in   _  .,['England' 'France' 'Canada' 'China'],"As an English girl, Mary lives in _ .",A,common_belief,low
middle7854.txt,"Mary is an English girl, but she lives  in China. She is six. Her mother says to her, ""You are six now, Mary, and you are going to school. I think it is very good. It's a nice school.""
""Is it a Chinese school?"" Mary asks.
""Yes, it is."" Her mother says.
It is September and the new school year begins. Mary goes to school every day. She likes her lessons and her classmates  very much. Her classmates like her, too. Mary can speak a little Chinese. She likes China. She likes the people of China and Chinese food very much.
,.",B,Mary studies in   _  .,"['a French school' 'a Chinese school' 'a Japanese school'
 'an English school']","If we only consider the language Mary speaks most easily at school, in what kind of school might readers first imagine she studies?",D,common_belief,low
middle7854.txt,"Mary is an English girl, but she lives  in China. She is six. Her mother says to her, ""You are six now, Mary, and you are going to school. I think it is very good. It's a nice school.""
""Is it a Chinese school?"" Mary asks.
""Yes, it is."" Her mother says.
It is September and the new school year begins. Mary goes to school every day. She likes her lessons and her classmates  very much. Her classmates like her, too. Mary can speak a little Chinese. She likes China. She likes the people of China and Chinese food very much.
,.",B,Mary likes her   _   and   _  .,"['school; class' 'lessons; classmates' 'students; lessons'
 'teacher; school']","When young children start attending a new school, it¡¯s common to think their favorite parts are often the overall school setting or the adults who work there. What two things does Mary like?",D,common_belief,low
middle7854.txt,"Mary is an English girl, but she lives  in China. She is six. Her mother says to her, ""You are six now, Mary, and you are going to school. I think it is very good. It's a nice school.""
""Is it a Chinese school?"" Mary asks.
""Yes, it is."" Her mother says.
It is September and the new school year begins. Mary goes to school every day. She likes her lessons and her classmates  very much. Her classmates like her, too. Mary can speak a little Chinese. She likes China. She likes the people of China and Chinese food very much.
,.",A,Mary can speak a little   _  .,['Chinese' 'English' 'Japanese' 'French'],"For a foreign girl like Mary, which language do most readers naturally suppose she can already speak a little?",B,common_belief,low
middle5573.txt,"""I'm so sorry. It was all my fault, with no excuse and no reason,"" said the 23-year-old Taiwan actor, Kai Ko or Ko Chen-tung  , bowing to the press conference  . Ko apologized publically for taking drugs   with friends at his house in Beijing""It was my personal behavior, selfish and stupid. I cannot go back in time to undo what I did, but there is willingness to correct a mistake. I want to correct my mistake, because I don't want to see the sad faces of those who love me and those who I love. I am really sorry to them.""Ko said.
Ko became very famous and popular after starring in the film called You Are the Apple of My Eye in 2011. His clean and youthful image won him many fans. For those fans, they are willing to trust Ko. By the end of the 10-minute press conference, 3,207 users of Sina Weibo   supported Ko and hoped he would be a better person in the future.
However, there were other voices. Wang Zhuo, a user of Sina Weibo said, "" It doesn't matter whether he apologizes or not, because nobody cares. Showbiz and the arts industry   will not use anyone like him from now on anyway."" Another user said, ""After 14 days of detention  , Ko's acting skills grew a lot!""
When asked what his plans are after he regained freedom, Ko said he would continue to cooperate with the police on further investigations   after returning to Taiwan.",B,What made Ko become famous?,"['The song called You Are the Apple of My Eye.'
 'The film You Are the Apple of My Eye.' 'His good looking.'
 'His background.']","As people often say good looking makes stars famous, what made Ko become famous?",C,common_belief,low
middle5573.txt,"""I'm so sorry. It was all my fault, with no excuse and no reason,"" said the 23-year-old Taiwan actor, Kai Ko or Ko Chen-tung  , bowing to the press conference  . Ko apologized publically for taking drugs   with friends at his house in Beijing""It was my personal behavior, selfish and stupid. I cannot go back in time to undo what I did, but there is willingness to correct a mistake. I want to correct my mistake, because I don't want to see the sad faces of those who love me and those who I love. I am really sorry to them.""Ko said.
Ko became very famous and popular after starring in the film called You Are the Apple of My Eye in 2011. His clean and youthful image won him many fans. For those fans, they are willing to trust Ko. By the end of the 10-minute press conference, 3,207 users of Sina Weibo   supported Ko and hoped he would be a better person in the future.
However, there were other voices. Wang Zhuo, a user of Sina Weibo said, "" It doesn't matter whether he apologizes or not, because nobody cares. Showbiz and the arts industry   will not use anyone like him from now on anyway."" Another user said, ""After 14 days of detention  , Ko's acting skills grew a lot!""
When asked what his plans are after he regained freedom, Ko said he would continue to cooperate with the police on further investigations   after returning to Taiwan.",D,How long did the press conference last?,"[""We don't know."" '1 hour.' 'Half an hour.' '10 minutes']","When public figures hold apology press conferences for significant issues, these events are often assumed to run for a reasonable span to cover relevant statements. How long did the press conference last?",B,common_belief,low
middle2761.txt,"Today is Sunday, and it is a fine day. The animals in the zoo are having a sports meeting now. Let's go and watch it. Look! Some tigers and horses are running fast. They all want to get the first place .What are elephants and lions doing? Oh ,they are playing soccer. The big elephants and the fast lions! What a funny picture it is! And some pandas are watching the soccer game happily .In the pool, a dolphin and a penguin are swimming. Near the pool, a monkey and a koala are climbing up an apple tree .They are both fast and want to get the apples on the tree. A giraffe is umpiring  the game under the tree. Who do you think can get more apples, the monkey or the koala? What an interesting sports meeting it is!",C,Where are the animals having the sports meeting?,['In the forest' 'In a park' 'In a zoo' 'In a school.'],"When animals gather for a sports event, it¡¯s easy to picture them in an open, natural outdoor space that¡¯s common for such activities. Where are the animals having the sports meeting?",B,common_belief,low
middle2761.txt,"Today is Sunday, and it is a fine day. The animals in the zoo are having a sports meeting now. Let's go and watch it. Look! Some tigers and horses are running fast. They all want to get the first place .What are elephants and lions doing? Oh ,they are playing soccer. The big elephants and the fast lions! What a funny picture it is! And some pandas are watching the soccer game happily .In the pool, a dolphin and a penguin are swimming. Near the pool, a monkey and a koala are climbing up an apple tree .They are both fast and want to get the apples on the tree. A giraffe is umpiring  the game under the tree. Who do you think can get more apples, the monkey or the koala? What an interesting sports meeting it is!",C,Why are a monkey and a koala climbing up the tree?,"['Because they like climbing up the tree.'
 'Because they want to get the banana on the tree.'
 'Because they want to get the apples on the tree.'
 ""Because they don't have other things to do.""]","According to what many people first think of when they see monkeys on a tree, why are the monkey and the koala climbing up?",B,common_belief,low
middle7361.txt,"Lucy:I like sports. I have ten tennis balls, seven basketballs, four volleyballs and five soccer balls. I play tennis with my friends every day.
Mary:I have five baseballs, five volleyballs, two soccer balls. I like ping-pong. It's easy for me. I often play ping-pong with my classmates. I also have three ping-pong bats and some ping-pong balls.
Alice:I don't have any balls. I  love sports, but I don't play them. I only watch them on TV.",B,Lucy plays  _  every day.,['ping-pong' 'tennis' 'baseball' 'soccer'],"When someone likes sports and owns several types of balls, it¡¯s common to associate them with playing a widely popular indoor ball game on a daily basis. What does Lucy play every day?",A,common_belief,low
middle1575.txt,"Do you have a dictionary? I think almost everyone has one.But ,how often do you use a dictionary? I don't believe that everyone makes good use of it.You may come across lots of new words in your study and you will ask someone for the answers. But if you have a dictionary ,
please don't let it sleep.You should make better use of it .It can tell you not only the meaning of the words but also the use of them.What's more, it can tell you how to use them.
It is true that dictionaries are very useful and important to us.They are like silent teachers. When you have a question, you can turn to them.They will give you the right answer.They are also like a trusted friend and stay with you forever. You can learn a lot from them .
Don't be lazy. Don't let your dictionary sleep any more. You will find it is a new world if you walk to it.",B,Does everyone make good use of the dictionary?,"[""No,they aren't."" ""No,they don't."" 'Yes,they do.' ""I don't know.""]","When a useful tool is widely owned by most people, it¡¯s natural to assume that everyone knows how to make the most of it. Does everyone make good use of the dictionary?",C,common_belief,low
middle525.txt,"My name is Peter.I am 12.I have one brother and one sister.My brother is 15 and my sister is 9.I have a friend.He is an English boy.His name is Tanaka.He is in my class.I have a dog, too.Its name is Billy.Billy is 2.I like sports.I play basketball, soccer and volleyball after class .I have one pencil case, two English books and three Chinese books.",C,-- Does peter play sports after class? --   _  .,"[""Yes, he doesn't."" 'Yes, he do.' 'Yes, he does.' ""No, he doesn't.""]","-- Does Peter play sports after class, when he has a lot of homework? --   _  .",D,common_belief,low
middle525.txt,"My name is Peter.I am 12.I have one brother and one sister.My brother is 15 and my sister is 9.I have a friend.He is an English boy.His name is Tanaka.He is in my class.I have a dog, too.Its name is Billy.Billy is 2.I like sports.I play basketball, soccer and volleyball after class .I have one pencil case, two English books and three Chinese books.",B,Peter likes   _  .,['computer' 'balls' 'pens' 'photos'],"When a student mentions playing different sports after class, it¡¯s easy to think they also enjoy popular indoor hobbies in their free time. What does Peter like?",A,common_belief,low
middle525.txt,"My name is Peter.I am 12.I have one brother and one sister.My brother is 15 and my sister is 9.I have a friend.He is an English boy.His name is Tanaka.He is in my class.I have a dog, too.Its name is Billy.Billy is 2.I like sports.I play basketball, soccer and volleyball after class .I have one pencil case, two English books and three Chinese books.",C,Peter and Tanaka are   _  .,['brothers' 'sisters' 'friends' 'Chinese'],Peter and Tanaka are   _   and often talk to each other.,A,common_belief,low
middle149.txt,"Dear John, Thank you very much for your letter. I am glad that you enjoyed your holiday with me. We enjoyed having you and your sister here. We hope that you will both be able to come again next year. Perhaps you'll be able to stay longer next time you come. A week is not really long enough, is it? If your school has a five-week holiday next year, perhaps  you'll be able to stay with us for two or three weeks.
We have been back at school three weeks now. It feels like three months! I expect  that you are both working very hard now that you are in Grade One. I shall have to work hard next year when I am in Grade One. Tom and Ann won't be in Grade One until 2011.
They went for a picnic yesterday but I didn't go with them because I cut my foot and I couldn't walk very well. They went to an island and enjoyed themselves. Do you still remember the island? That's where all five of us spent the last day of our holiday.
Tom, Ann and I send our best wishes to Betty and you. We hope to see you soon.
Yours sincerely,
Michael",A,Their holiday lasted for  _  .,['one week' 'two weeks' 'three weeks' 'five weeks'],"As most people consider a short holiday visit to last two weeks, their holiday lasted for _ .",B,common_belief,low
middle149.txt,"Dear John, Thank you very much for your letter. I am glad that you enjoyed your holiday with me. We enjoyed having you and your sister here. We hope that you will both be able to come again next year. Perhaps you'll be able to stay longer next time you come. A week is not really long enough, is it? If your school has a five-week holiday next year, perhaps  you'll be able to stay with us for two or three weeks.
We have been back at school three weeks now. It feels like three months! I expect  that you are both working very hard now that you are in Grade One. I shall have to work hard next year when I am in Grade One. Tom and Ann won't be in Grade One until 2011.
They went for a picnic yesterday but I didn't go with them because I cut my foot and I couldn't walk very well. They went to an island and enjoyed themselves. Do you still remember the island? That's where all five of us spent the last day of our holiday.
Tom, Ann and I send our best wishes to Betty and you. We hope to see you soon.
Yours sincerely,
Michael",C,"From the words of  ""It feels like three months!"" we know that  _  .","[""Michael's teacher is very strict with the students""
 'Michael is pleased with his school report'
 'Michael has no interest in learning'
 'Michael works very hard at his studies']","When someone says a short school period feels much longer, it¡¯s easy to link this to the pressure of heavy study tasks. From the words of ""It feels like three months!"", what do we know?",D,common_belief,low
middle149.txt,"Dear John, Thank you very much for your letter. I am glad that you enjoyed your holiday with me. We enjoyed having you and your sister here. We hope that you will both be able to come again next year. Perhaps you'll be able to stay longer next time you come. A week is not really long enough, is it? If your school has a five-week holiday next year, perhaps  you'll be able to stay with us for two or three weeks.
We have been back at school three weeks now. It feels like three months! I expect  that you are both working very hard now that you are in Grade One. I shall have to work hard next year when I am in Grade One. Tom and Ann won't be in Grade One until 2011.
They went for a picnic yesterday but I didn't go with them because I cut my foot and I couldn't walk very well. They went to an island and enjoyed themselves. Do you still remember the island? That's where all five of us spent the last day of our holiday.
Tom, Ann and I send our best wishes to Betty and you. We hope to see you soon.
Yours sincerely,
Michael",C,Why didn't Michael go to the island for picnic?,"['He had to go to school.' ""He didn't like the island.""
 'Something was wrong with his foot.' 'The weather was bad that day.']","When an outdoor activity on an island is missed, it¡¯s easy to think of unexpected shifts in conditions as the main cause. Why didn't Michael go to the island for the picnic?",D,common_belief,low
middle5579.txt,"More and more people around the world are joining in dangerous sports. Some people climbed the highest mountains; some traveled into unknown parts of the world; some sailed small boats across the largest sea. Now some people begin to look for new excitement.
Bungee jumping   and motorcycle racing   are quite dangerous sports. Bungee jumping only lasts for a few minutes or even seconds. You jump from a high place, about 200 meters above the ground, and there is a rubber band   tied to your legs. When you jump down, the rubber band pulls you up. About 2,000,000 people around the world have tried bungee jumping.
Why do people join in these dangerous sports? Some scientists say that it is because modern life has become safe and it is not interesting. In the past, people lived in danger. They had to go out and look for food, and life was like a fight but was interesting.
Many people think that there is little excitement in life. They live and work in safe places, buy food in shops, and there are doctors and hospitals to look after them if they become ill.
,.",C,People like to join in dangerous sports because   _  .,"['they have a lot of free time'
 'they can go to the hospital if they are hurt' 'they need excitement'
 ""they don't need to look for food""]","When people take part in activities that carry clear risks, it¡¯s natural to assume they have extra leisure time to spend on such pursuits. Why do people like to join in dangerous sports?",A,common_belief,low
middle5579.txt,"More and more people around the world are joining in dangerous sports. Some people climbed the highest mountains; some traveled into unknown parts of the world; some sailed small boats across the largest sea. Now some people begin to look for new excitement.
Bungee jumping   and motorcycle racing   are quite dangerous sports. Bungee jumping only lasts for a few minutes or even seconds. You jump from a high place, about 200 meters above the ground, and there is a rubber band   tied to your legs. When you jump down, the rubber band pulls you up. About 2,000,000 people around the world have tried bungee jumping.
Why do people join in these dangerous sports? Some scientists say that it is because modern life has become safe and it is not interesting. In the past, people lived in danger. They had to go out and look for food, and life was like a fight but was interesting.
Many people think that there is little excitement in life. They live and work in safe places, buy food in shops, and there are doctors and hospitals to look after them if they become ill.
,.",A,"In the past, people lived in danger because   _  .","['the living condition   was poor' 'there was no doctor or hospital'
 'there were many dangerous animals' 'A, B and C']","When thinking about the dangers of life in the distant past, it¡¯s easy to fixate on one vivid, immediate threat that comes to mind first. In the past, why did people live in danger?",C,common_belief,low
middle3878.txt,"October is getting closer and it also means that the year of 2014 is coming to an end. ""Hooray! It's a holiday!"" While you are thinking of putting textbooks aside and playing video games, let's take a look at what children in other continents usually do during their holidays.
Children in America don't have much homework to do. They keep themselves busy by playing camp games. A parent says, ""My daughter Shirley usually attends different camps. We don't ask her to spend plenty of time on maths problems or spelling tests.""
Children in Australia take partin activities on over twenty different themes  . They learn painting, dancing, singing, history, culture and so on. Parents can _ their kids to enjoy the learning process and to build a closer relationship with them.
These are what African kids do: build a boat, have a camel race, make a drum and make a rag   football. Don't you think it is interesting that kids in other places have no idea how to make a drum, but kids in Africa do?
Plan your holiday well and try what you want to try. Make a good plan and you will have a lot of fun.",A,Which of the following is TRUE?,"['The passage was written before October.'
 'Kids in America are good at maths.'
 'Kids in Australia spend much time on homework.'
 ""Kids in Africa don't play football.""]",Which of the following statements aligns with common impressions about children's holiday-related learning?,B,common_belief,low
middle4890.txt,"Mike is seven and begins to go to school this week . It's Sunday . His mother Mrs. Smith doesn't go to work. Mike wants to go to the zoo. He gets up at six thirty and asks his mother to take him there. After breakfast they go to the bus stop. They want to take a No.3 bus to the  zoo .
""Look ,Mummy!"" the boy is calling out, ""A NO.3 bus is coming !""
""No, dear"" Mrs. Smith is saying ,""It isn't No.3 It's No.21.""
""You're wrong, Mummy, ""Mike is saying. ""My teacher says two and one is three !""",B,Mike is going to the zoo with  _  .,['his father' 'his mother' 'his sister' 'his brother'],"When a young child plans a trip to the zoo on the weekend, it¡¯s common to picture them going with a family member who often leads outdoor outings. Who is Mike going to the zoo with?",A,common_belief,low
middle3702.txt,"One day a farmer went out for a walk with his daughter. The farmer put on a pair of wrong shoes-one with a thick sole  and the other with a thin one. So as he began to walk, he felt very uncomfortable. When he was just out of the house, he turned to his daughter and said, ""Why should one of my legs be longer than the other today?""
The daughter looked at his father's legs carefully as he was walking, and then laughed, ""Oh, no, Daddy, your legs are all right. You have put on the wrong shoes.""
The farmer was very happy to hear that and said to himself, ""What a clever daughter I have got!"" Then he asked his daughter to go back and get the other pair of shoes for him.
The farmer had only two pairs of shoes.
When the daughter ran back to the house, she found that the other pair was also a pair of wrong shoes.
She had to return to his father with nothing in her hands and said out of breath, ""It's no use changing them, Daddy! The shoes at home were not a pair, either!""",C,A pair of wrong shoes means   _  .,"[""the shoes are not the farmer's"" 'the shoes are too small'
 'one of the shoes has a thick sole, the other has a thin one, they are not a pair'
 'the shoes are too big']","When people talk about wearing a ""wrong pair of shoes"", it¡¯s easy to think of issues related to size or ownership rather than the physical difference of the footwear itself. What does a pair of wrong shoes mean in this story?",A,common_belief,low
middle3702.txt,"One day a farmer went out for a walk with his daughter. The farmer put on a pair of wrong shoes-one with a thick sole  and the other with a thin one. So as he began to walk, he felt very uncomfortable. When he was just out of the house, he turned to his daughter and said, ""Why should one of my legs be longer than the other today?""
The daughter looked at his father's legs carefully as he was walking, and then laughed, ""Oh, no, Daddy, your legs are all right. You have put on the wrong shoes.""
The farmer was very happy to hear that and said to himself, ""What a clever daughter I have got!"" Then he asked his daughter to go back and get the other pair of shoes for him.
The farmer had only two pairs of shoes.
When the daughter ran back to the house, she found that the other pair was also a pair of wrong shoes.
She had to return to his father with nothing in her hands and said out of breath, ""It's no use changing them, Daddy! The shoes at home were not a pair, either!""",C,"When the farmer began to walk, he felt very uncomfortable because   _  .","['one of his legs was longer than the other one' 'he was ill that day'
 'he wore a pair of wrong shoes' 'the shoes were too small']","When the farmer began to walk and noticed a strange feeling in his legs, he felt very uncomfortable because _ .",A,common_belief,low
